cnty_fips,display_name,Value,theme_range,dm_prev_adj,ob_prev_adj,ltpia_prev_adj
19035,"""Cherokee, (IA)""",361.9,147.7 - 380.3 (644),8.9,34,27.5
19037,"""Chickasaw, (IA)""",433.5,430.2 - 481.5 (646),7.8,33.6,25
19039,"""Clarke, (IA)""",431,430.2 - 481.5 (646),8.4,32.5,22.6
19041,"""Clay, (IA)""",388.4,380.4 - 430.1 (643),8.3,37,21.4
19043,"""Clayton, (IA)""",403.6,380.4 - 430.1 (643),7.3,33.1,22.4
19045,"""Clinton, (IA)""",486.5,481.6 - 552.4 (641),9.1,32.1,25.5
19047,"""Crawford, (IA)""",412.5,380.4 - 430.1 (643),10.7,32.7,29.4
19049,"""Dallas, (IA)""",323.4,147.7 - 380.3 (644),8.3,27.6,21.8
19051,"""Davis, (IA)""",469.2,430.2 - 481.5 (646),8.4,31.8,24.2
19053,"""Decatur, (IA)""",483.2,481.6 - 552.4 (641),8.4,37.1,28
19055,"""Delaware, (IA)""",391.5,380.4 - 430.1 (643),8.5,34.3,25.4
19057,"""Des Moines, (IA)""",504.8,481.6 - 552.4 (641),8.9,32.2,25.7
19059,"""Dickinson, (IA)""",387.6,380.4 - 430.1 (643),7.5,32.9,21.7
19061,"""Dubuque, (IA)""",421.4,380.4 - 430.1 (643),7.9,27.5,23.3
19063,"""Emmet, (IA)""",368.4,147.7 - 380.3 (644),8.4,36,24.4
19065,"""Fayette, (IA)""",413,380.4 - 430.1 (643),7.8,33.2,29
19067,"""Floyd, (IA)""",475.3,430.2 - 481.5 (646),8.8,29.1,27.5
19069,"""Franklin, (IA)""",426.9,380.4 - 430.1 (643),9.1,33.3,24.3
19071,"""Fremont, (IA)""",412.2,380.4 - 430.1 (643),7.2,33.6,28
19073,"""Greene, (IA)""",415.2,380.4 - 430.1 (643),8.5,33.8,28.2
19075,"""Grundy, (IA)""",413.7,380.4 - 430.1 (643),8.5,31.3,24.3
19077,"""Guthrie, (IA)""",477.6,430.2 - 481.5 (646),6.6,35.1,28.6
19079,"""Hamilton, (IA)""",378,147.7 - 380.3 (644),8.7,34.2,23.5
19081,"""Hancock, (IA)""",420.3,380.4 - 430.1 (643),7.5,35.1,25.4
19083,"""Hardin, (IA)""",429.2,380.4 - 430.1 (643),8,33.2,17.8
19085,"""Harrison, (IA)""",403.6,380.4 - 430.1 (643),9.7,34.7,22.2
19087,"""Henry, (IA)""",513,481.6 - 552.4 (641),8.6,33.7,22.9
19089,"""Howard, (IA)""",443.1,430.2 - 481.5 (646),7.2,29.9,28.3
19091,"""Humboldt, (IA)""",504.1,481.6 - 552.4 (641),7.6,30.3,28.6
19093,"""Ida, (IA)""",352.3,147.7 - 380.3 (644),7.3,29,24.8
19095,"""Iowa, (IA)""",395.5,380.4 - 430.1 (643),7.1,29.8,23
19097,"""Jackson, (IA)""",470.1,430.2 - 481.5 (646),8.4,32.6,29.3
19099,"""Jasper, (IA)""",384,380.4 - 430.1 (643),8.2,32.2,26.1
19101,"""Jefferson, (IA)""",464.7,430.2 - 481.5 (646),7.9,27,21.9
19103,"""Johnson, (IA)""",357.1,147.7 - 380.3 (644),6.5,23.7,18.2
19105,"""Jones, (IA)""",407.2,380.4 - 430.1 (643),8.4,37.5,23.7
19107,"""Keokuk, (IA)""",453.2,430.2 - 481.5 (646),8.2,31.3,24.6
19109,"""Kossuth, (IA)""",418.9,380.4 - 430.1 (643),8.3,34.2,23.5
19111,"""Lee, (IA)""",561.9,552.5 - 1132.8 (643),9.7,33.8,27.9
19113,"""Linn, (IA)""",372.7,147.7 - 380.3 (644),9.2,33.1,23
19115,"""Louisa, (IA)""",422.2,380.4 - 430.1 (643),7.8,37.4,27.5
19117,"""Lucas, (IA)""",488.7,481.6 - 552.4 (641),8.7,36,27.4
19119,"""Lyon, (IA)""",370.5,147.7 - 380.3 (644),9.1,33.8,30.9
19121,"""Madison, (IA)""",361.6,147.7 - 380.3 (644),8.7,32.6,26.2
19123,"""Mahaska, (IA)""",410.2,380.4 - 430.1 (643),9.7,33.5,26.1
19125,"""Marion, (IA)""",494.7,481.6 - 552.4 (641),8.2,32.3,24.4
19127,"""Marshall, (IA)""",426.9,380.4 - 430.1 (643),8.6,34,27
19129,"""Mills, (IA)""",375.4,147.7 - 380.3 (644),9.2,38.3,27.3
19131,"""Mitchell, (IA)""",392.6,380.4 - 430.1 (643),7.3,31.3,21.3
19133,"""Monona, (IA)""",478.1,430.2 - 481.5 (646),8.6,34.4,28.2
19135,"""Monroe, (IA)""",509.4,481.6 - 552.4 (641),8.1,31.3,27.9
19137,"""Montgomery, (IA)""",472.8,430.2 - 481.5 (646),9.1,37.5,29.6
19139,"""Muscatine, (IA)""",434.2,430.2 - 481.5 (646),7.8,32.5,22.4
19141,"""O'Brien, (IA)""",367.2,147.7 - 380.3 (644),7.5,34.4,20.5
19143,"""Osceola, (IA)""",365.3,147.7 - 380.3 (644),8.7,34,26.7
19145,"""Page, (IA)""",431.9,430.2 - 481.5 (646),9.3,38,23.7
19147,"""Palo Alto, (IA)""",425.2,380.4 - 430.1 (643),8.6,36.9,24.1
19149,"""Plymouth, (IA)""",361.2,147.7 - 380.3 (644),8.3,33.6,24.3
19151,"""Pocahontas, (IA)""",434.6,430.2 - 481.5 (646),8.6,32.4,25.3
19153,"""Polk, (IA)""",389.5,380.4 - 430.1 (643),8,29.3,20.9
19155,"""Pottawattamie, (IA)""",408.9,380.4 - 430.1 (643),10.3,36.8,24.7
19157,"""Poweshiek, (IA)""",413.2,380.4 - 430.1 (643),8.9,32.3,23.8
19159,"""Ringgold, (IA)""",469,430.2 - 481.5 (646),8.5,36.2,28.5
19161,"""Sac, (IA)""",427.3,380.4 - 430.1 (643),7.5,33.4,26.3
19163,"""Scott, (IA)""",375.5,147.7 - 380.3 (644),8,32.6,23.3
19165,"""Shelby, (IA)""",409.9,380.4 - 430.1 (643),8.1,28.3,24.3
19167,"""Sioux, (IA)""",318.3,147.7 - 380.3 (644),7.5,28.3,21.7
19169,"""Story, (IA)""",343.3,147.7 - 380.3 (644),7.7,27.5,20.3
19171,"""Tama, (IA)""",410.3,380.4 - 430.1 (643),7.7,32.3,27.4
19173,"""Taylor, (IA)""",480.2,430.2 - 481.5 (646),7.5,30.3,21.5
19175,"""Union, (IA)""",495.3,481.6 - 552.4 (641),9.5,39.6,24.5
19177,"""Van Buren, (IA)""",489.2,481.6 - 552.4 (641),7.3,34.9,24
19179,"""Wapello, (IA)""",519.9,481.6 - 552.4 (641),10.4,35.4,30.3
19181,"""Warren, (IA)""",376.2,147.7 - 380.3 (644),8.8,32.2,22.4
19183,"""Washington, (IA)""",419.8,380.4 - 430.1 (643),7.9,31.4,22.3
19185,"""Wayne, (IA)""",492.7,481.6 - 552.4 (641),8.9,33.9,27.8
19187,"""Webster, (IA)""",500,481.6 - 552.4 (641),8.5,31.5,28.1
19189,"""Winnebago, (IA)""",389.9,380.4 - 430.1 (643),7.2,29.7,26
19191,"""Winneshiek, (IA)""",349.9,147.7 - 380.3 (644),6.4,28.8,21.3
19193,"""Woodbury, (IA)""",379.8,147.7 - 380.3 (644),9.1,34.6,27.6
19195,"""Worth, (IA)""",375.1,147.7 - 380.3 (644),9.6,34.9,30.4
19197,"""Wright, (IA)""",435.6,430.2 - 481.5 (646),8,33.3,25.8
20001,"""Allen, (KS)""",491.3,481.6 - 552.4 (641),12.2,37.3,28.3
20003,"""Anderson, (KS)""",477.9,430.2 - 481.5 (646),8.2,36.8,29.9
20005,"""Atchison, (KS)""",455.3,430.2 - 481.5 (646),8.2,39.9,32.3
20007,"""Barber, (KS)""",538.4,481.6 - 552.4 (641),7.4,34.8,25.5
20009,"""Barton, (KS)""",405.9,380.4 - 430.1 (643),8.5,36.4,24.8
20011,"""Bourbon, (KS)""",463.3,430.2 - 481.5 (646),10.9,34.8,29.5
20013,"""Brown, (KS)""",467.2,430.2 - 481.5 (646),8.8,32.9,27.6
20015,"""Butler, (KS)""",458.8,430.2 - 481.5 (646),9.2,33.6,25.7
20017,"""Chase, (KS)""",449.1,430.2 - 481.5 (646),9.3,29.7,27.5
20019,"""Chautauqua, (KS)""",513.3,481.6 - 552.4 (641),9.8,35.1,33.5
20021,"""Cherokee, (KS)""",581.4,552.5 - 1132.8 (643),10.9,39.2,27.4
20023,"""Cheyenne, (KS)""",351.2,147.7 - 380.3 (644),9.2,35,28.8
20025,"""Clark, (KS)""",476.4,430.2 - 481.5 (646),9.2,33.6,28.7
20027,"""Clay, (KS)""",347.6,147.7 - 380.3 (644),10.3,35.2,29.5
20029,"""Cloud, (KS)""",415.8,380.4 - 430.1 (643),10.3,35.5,30.4
20031,"""Coffey, (KS)""",453.9,430.2 - 481.5 (646),7.7,32.4,25.5
20033,"""Comanche, (KS)""",553.6,552.5 - 1132.8 (643),8.2,32.7,27.8
20035,"""Cowley, (KS)""",497.7,481.6 - 552.4 (641),10.1,36.8,26.5
20037,"""Crawford, (KS)""",493.8,481.6 - 552.4 (641),11,34.8,28
20039,"""Decatur, (KS)""",385.1,380.4 - 430.1 (643),8.8,35.5,25.7
20041,"""Dickinson, (KS)""",441,430.2 - 481.5 (646),8.3,32.2,29
20043,"""Doniphan, (KS)""",473.8,430.2 - 481.5 (646),9,34.3,32.2
20045,"""Douglas, (KS)""",357.6,147.7 - 380.3 (644),6.7,26.3,18.3
20047,"""Edwards, (KS)""",421.9,380.4 - 430.1 (643),8.8,36.4,28.6
20049,"""Elk, (KS)""",501.7,481.6 - 552.4 (641),9,34.8,25.4
20051,"""Ellis, (KS)""",434.2,430.2 - 481.5 (646),8.5,31.8,23.6
20053,"""Ellsworth, (KS)""",462.8,430.2 - 481.5 (646),9.1,34.3,29.1
20055,"""Finney, (KS)""",358,147.7 - 380.3 (644),9.7,37,26.1
20057,"""Ford, (KS)""",431.1,430.2 - 481.5 (646),9.4,32.3,29
20059,"""Franklin, (KS)""",458.1,430.2 - 481.5 (646),7.6,33.6,28
20061,"""Geary, (KS)""",491.4,481.6 - 552.4 (641),10.4,35.5,27.5
20063,"""Gove, (KS)""",404,380.4 - 430.1 (643),9.1,28.6,23.8
20065,"""Graham, (KS)""",446.1,430.2 - 481.5 (646),9.2,29.7,27.6
20067,"""Grant, (KS)""",391.1,380.4 - 430.1 (643),7.3,34,24.5
20069,"""Gray, (KS)""",397.4,380.4 - 430.1 (643),7.4,37.8,26
20071,"""Greeley, (KS)""",356,147.7 - 380.3 (644),8,32.6,25.5
20073,"""Greenwood, (KS)""",462.8,430.2 - 481.5 (646),10.2,35.3,29.2
20075,"""Hamilton, (KS)""",483.8,481.6 - 552.4 (641),8.7,39.1,25.7
20077,"""Harper, (KS)""",423.2,380.4 - 430.1 (643),8.6,36.5,36.1
20079,"""Harvey, (KS)""",409,380.4 - 430.1 (643),8.7,31.4,24.6
20081,"""Haskell, (KS)""",361.1,147.7 - 380.3 (644),8.3,34.2,22.8
20083,"""Hodgeman, (KS)""",374.1,147.7 - 380.3 (644),10.9,32.5,24.2
20085,"""Jackson, (KS)""",435,430.2 - 481.5 (646),8.1,34.1,28.8
20087,"""Jefferson, (KS)""",441.8,430.2 - 481.5 (646),8.3,31.1,24.5
20089,"""Jewell, (KS)""",459.6,430.2 - 481.5 (646),8.8,31.5,24.4
20091,"""Johnson, (KS)""",388.9,380.4 - 430.1 (643),7.2,26.4,17.7
20093,"""Kearny, (KS)""",362.3,147.7 - 380.3 (644),8.1,31.3,24
20095,"""Kingman, (KS)""",437.5,430.2 - 481.5 (646),10.6,32.3,26.8
20097,"""Kiowa, (KS)""",446.7,430.2 - 481.5 (646),8.3,31.8,25.1
20099,"""Labette, (KS)""",461.7,430.2 - 481.5 (646),9.6,36.3,32.1
20101,"""Lane, (KS)""",344.1,147.7 - 380.3 (644),9,31.1,26.2
20103,"""Leavenworth, (KS)""",390.4,380.4 - 430.1 (643),9.9,34.5,25.5
20105,"""Lincoln, (KS)""",390.9,380.4 - 430.1 (643),8.1,33.5,20.4
20107,"""Linn, (KS)""",477.3,430.2 - 481.5 (646),9.1,33.5,32.4
20109,"""Logan, (KS)""",407.6,380.4 - 430.1 (643),10.1,32.7,25.3
20111,"""Lyon, (KS)""",429.1,380.4 - 430.1 (643),9.9,37.5,24.7
20113,"""McPherson, (KS)""",409.8,380.4 - 430.1 (643),8.2,31.4,24.1
20115,"""Marion, (KS)""",413,380.4 - 430.1 (643),7,34.2,29
20117,"""Marshall, (KS)""",400.3,380.4 - 430.1 (643),7.8,32.9,25.6
20119,"""Meade, (KS)""",398,380.4 - 430.1 (643),7.7,29.7,23.9
20121,"""Miami, (KS)""",455.4,430.2 - 481.5 (646),9.4,34.4,25.7
20123,"""Mitchell, (KS)""",447.4,430.2 - 481.5 (646),8.6,33.7,24
20125,"""Montgomery, (KS)""",514.3,481.6 - 552.4 (641),11.6,38,28.6
20127,"""Morris, (KS)""",440,430.2 - 481.5 (646),10.5,40.9,29.9
20129,"""Morton, (KS)""",441.6,430.2 - 481.5 (646),8.8,30.7,30.4
20131,"""Nemaha, (KS)""",431.3,430.2 - 481.5 (646),7,32.3,29.9
20133,"""Neosho, (KS)""",482.3,481.6 - 552.4 (641),10.6,36.4,28.5
20135,"""Ness, (KS)""",381.1,380.4 - 430.1 (643),8.5,34.7,26.9
20137,"""Norton, (KS)""",488.1,481.6 - 552.4 (641),8.6,34.4,22.6
20139,"""Osage, (KS)""",560.6,552.5 - 1132.8 (643),8.1,36,27.9
20141,"""Osborne, (KS)""",429.4,380.4 - 430.1 (643),10.2,33.8,26.6
20143,"""Ottawa, (KS)""",466.9,430.2 - 481.5 (646),10.1,38.9,27.3
20145,"""Pawnee, (KS)""",390.2,380.4 - 430.1 (643),10.7,31.1,23.6
20147,"""Phillips, (KS)""",458.6,430.2 - 481.5 (646),7.3,29,29
20149,"""Pottawatomie, (KS)""",414.4,380.4 - 430.1 (643),8.3,29.6,23.4
20151,"""Pratt, (KS)""",462.3,430.2 - 481.5 (646),9.6,35.4,29.8
20153,"""Rawlins, (KS)""",391,380.4 - 430.1 (643),8.9,35,28.4
20155,"""Reno, (KS)""",409.9,380.4 - 430.1 (643),10.4,35.9,27.3
20157,"""Republic, (KS)""",432.2,430.2 - 481.5 (646),7.2,36.3,30.9
20159,"""Rice, (KS)""",461.8,430.2 - 481.5 (646),9.3,35.4,28.1
20161,"""Riley, (KS)""",306,147.7 - 380.3 (644),7.6,25.2,18.6
20163,"""Rooks, (KS)""",436.6,430.2 - 481.5 (646),8.1,35.8,29.2
20165,"""Rush, (KS)""",403.7,380.4 - 430.1 (643),8.7,33.2,29.7
20167,"""Russell, (KS)""",419.4,380.4 - 430.1 (643),8.5,33.6,25.5
20169,"""Saline, (KS)""",409.8,380.4 - 430.1 (643),9.5,36.4,28.2
20171,"""Scott, (KS)""",346.5,147.7 - 380.3 (644),7.8,37.7,28.5
20173,"""Sedgwick, (KS)""",433.2,430.2 - 481.5 (646),10.1,33.4,24
20175,"""Seward, (KS)""",381,380.4 - 430.1 (643),8.6,37.9,27.9
20177,"""Shawnee, (KS)""",426.4,380.4 - 430.1 (643),9.6,35.4,23.5
20179,"""Sheridan, (KS)""",405.4,380.4 - 430.1 (643),8.8,33.7,25.5
20181,"""Sherman, (KS)""",393.6,380.4 - 430.1 (643),9.2,33.8,27
20183,"""Smith, (KS)""",476.2,430.2 - 481.5 (646),8.7,37.7,30
20185,"""Stafford, (KS)""",402.7,380.4 - 430.1 (643),11,36,28.5
20187,"""Stanton, (KS)""",381.9,380.4 - 430.1 (643),8.8,36.5,32.4
20189,"""Stevens, (KS)""",389.1,380.4 - 430.1 (643),8.2,36.1,26.1
20191,"""Sumner, (KS)""",429.9,380.4 - 430.1 (643),9.8,34.8,29.7
20193,"""Thomas, (KS)""",406.6,380.4 - 430.1 (643),7.4,34.3,27.7
20195,"""Trego, (KS)""",413.5,380.4 - 430.1 (643),8.8,32.5,30
20197,"""Wabaunsee, (KS)""",409.9,380.4 - 430.1 (643),7.7,32.5,22.6
20199,"""Wallace, (KS)""",355.4,147.7 - 380.3 (644),9.5,34.6,26.9
20201,"""Washington, (KS)""",393.5,380.4 - 430.1 (643),8.8,31.5,27.6
20203,"""Wichita, (KS)""",397.7,380.4 - 430.1 (643),10.1,33,32.1
20205,"""Wilson, (KS)""",510.7,481.6 - 552.4 (641),11.1,35.4,30.3
20207,"""Woodson, (KS)""",487.2,481.6 - 552.4 (641),8.8,37,28.4
20209,"""Wyandotte, (KS)""",499.1,481.6 - 552.4 (641),12,36.7,31.2
21001,"""Adair, (KY)""",560,552.5 - 1132.8 (643),14.1,36.9,34.3
21003,"""Allen, (KY)""",571.1,552.5 - 1132.8 (643),11.8,35.5,32.7
21005,"""Anderson, (KY)""",477.8,430.2 - 481.5 (646),11.9,35.6,28.9
21007,"""Ballard, (KY)""",590.4,552.5 - 1132.8 (643),10.2,36,29.3
21009,"""Barren, (KY)""",499.3,481.6 - 552.4 (641),12.1,31.6,29.8
21011,"""Bath, (KY)""",605.8,552.5 - 1132.8 (643),12.6,36.5,30.3
21013,"""Bell, (KY)""",698.3,552.5 - 1132.8 (643),14.1,37.6,38
21015,"""Boone, (KY)""",422,380.4 - 430.1 (643),11,32.4,23.3
21017,"""Bourbon, (KY)""",480.7,430.2 - 481.5 (646),12.8,35.3,30.4
21019,"""Boyd, (KY)""",563.1,552.5 - 1132.8 (643),13.6,39.7,26.1
21021,"""Boyle, (KY)""",413,380.4 - 430.1 (643),10.5,32.1,30.4
21023,"""Bracken, (KY)""",621.3,552.5 - 1132.8 (643),12.6,34.2,29.2
21025,"""Breathitt, (KY)""",779.3,552.5 - 1132.8 (643),14.8,40.6,30.2
21027,"""Breckinridge, (KY)""",507.8,481.6 - 552.4 (641),12.6,33,30.6
21029,"""Bullitt, (KY)""",409.4,380.4 - 430.1 (643),13,35.3,29.4
21031,"""Butler, (KY)""",494.2,481.6 - 552.4 (641),12.1,32.1,33.9
21033,"""Caldwell, (KY)""",624.9,552.5 - 1132.8 (643),11.5,38,28.5
21035,"""Calloway, (KY)""",568.5,552.5 - 1132.8 (643),10.7,31.7,19.9
21037,"""Campbell, (KY)""",459.7,430.2 - 481.5 (646),10.1,30.4,22.9
21039,"""Carlisle, (KY)""",544.5,481.6 - 552.4 (641),11.6,31.6,31.6
21041,"""Carroll, (KY)""",509.3,481.6 - 552.4 (641),10.8,34.7,32.2
21043,"""Carter, (KY)""",554.1,552.5 - 1132.8 (643),12.3,38.5,35.5
21045,"""Casey, (KY)""",479.4,430.2 - 481.5 (646),12.9,36.9,30.3
21047,"""Christian, (KY)""",501.4,481.6 - 552.4 (641),11,37.4,31.6
21049,"""Clark, (KY)""",505.8,481.6 - 552.4 (641),11.1,32.8,28.4
21051,"""Clay, (KY)""",631.5,552.5 - 1132.8 (643),14.7,39.9,32.9
21053,"""Clinton, (KY)""",736.4,552.5 - 1132.8 (643),12.2,35,32.4
21055,"""Crittenden, (KY)""",638,552.5 - 1132.8 (643),11,32.6,27.4
21057,"""Cumberland, (KY)""",734,552.5 - 1132.8 (643),12.5,33.7,35.1
21059,"""Daviess, (KY)""",430.9,430.2 - 481.5 (646),10.6,30.6,24.3
21061,"""Edmonson, (KY)""",466.6,430.2 - 481.5 (646),13.7,30.8,24.4
21063,"""Elliott, (KY)""",546.3,481.6 - 552.4 (641),12.9,33.8,32.7
21065,"""Estill, (KY)""",663.8,552.5 - 1132.8 (643),13.1,37.9,32.4
21067,"""Fayette, (KY)""",383.2,380.4 - 430.1 (643),9.4,27.5,20.2
21069,"""Fleming, (KY)""",725.6,552.5 - 1132.8 (643),13.7,33.1,31
21071,"""Floyd, (KY)""",591.2,552.5 - 1132.8 (643),13,37.9,35.1
21073,"""Franklin, (KY)""",425.6,380.4 - 430.1 (643),13,33.9,23.1
21075,"""Fulton, (KY)""",636.1,552.5 - 1132.8 (643),12.8,34.2,28.7
21077,"""Gallatin, (KY)""",726.8,552.5 - 1132.8 (643),11.8,35.9,27
21079,"""Garrard, (KY)""",412.2,380.4 - 430.1 (643),12.8,32.2,25.7
21081,"""Grant, (KY)""",638.3,552.5 - 1132.8 (643),11.9,35.3,29.3
21083,"""Graves, (KY)""",497.9,481.6 - 552.4 (641),10.2,32.7,27.8
21085,"""Grayson, (KY)""",540.6,481.6 - 552.4 (641),12.9,37.2,32.7
21087,"""Green, (KY)""",575,552.5 - 1132.8 (643),11.5,38.1,32.2
21089,"""Greenup, (KY)""",553.8,552.5 - 1132.8 (643),13.2,39.6,33.1
21091,"""Hancock, (KY)""",464.8,430.2 - 481.5 (646),13.1,36.7,25.6
21093,"""Hardin, (KY)""",443.2,430.2 - 481.5 (646),11.4,34.4,25.7
21095,"""Harlan, (KY)""",683,552.5 - 1132.8 (643),15.7,36.4,37.2
21097,"""Harrison, (KY)""",617.1,552.5 - 1132.8 (643),11.9,34,29.3
21099,"""Hart, (KY)""",542.2,481.6 - 552.4 (641),10.6,37.4,35
21101,"""Henderson, (KY)""",487.3,481.6 - 552.4 (641),13,35.3,27.9
21103,"""Henry, (KY)""",522.3,481.6 - 552.4 (641),10.5,32.6,30.4
21105,"""Hickman, (KY)""",500.5,481.6 - 552.4 (641),11.9,35.4,29.3
21107,"""Hopkins, (KY)""",638.6,552.5 - 1132.8 (643),11.5,33.2,24.5
21109,"""Jackson, (KY)""",640.7,552.5 - 1132.8 (643),11.9,38.6,34.1
21111,"""Jefferson, (KY)""",417.4,380.4 - 430.1 (643),11.3,31.6,24.9
21113,"""Jessamine, (KY)""",386.6,380.4 - 430.1 (643),10.3,31.8,27.8
21115,"""Johnson, (KY)""",588.2,552.5 - 1132.8 (643),14.3,41.8,30.9
21117,"""Kenton, (KY)""",463.7,430.2 - 481.5 (646),10.3,29.4,21.3
21119,"""Knott, (KY)""",635.2,552.5 - 1132.8 (643),14.2,39.3,33.4
21121,"""Knox, (KY)""",539.6,481.6 - 552.4 (641),14.3,43.4,31.8
21123,"""Larue, (KY)""",453.8,430.2 - 481.5 (646),11.3,34.5,26.3
21125,"""Laurel, (KY)""",513.6,481.6 - 552.4 (641),13.3,39.9,30.4
21127,"""Lawrence, (KY)""",575.8,552.5 - 1132.8 (643),15.6,41.1,36.6
21129,"""Lee, (KY)""",753.2,552.5 - 1132.8 (643),14.2,36.6,30.8
21131,"""Leslie, (KY)""",696.6,552.5 - 1132.8 (643),12.6,43.4,35.7
21133,"""Letcher, (KY)""",650.8,552.5 - 1132.8 (643),15.6,38.6,33
21135,"""Lewis, (KY)""",547.8,481.6 - 552.4 (641),13.6,39.5,30.8
21137,"""Lincoln, (KY)""",504.3,481.6 - 552.4 (641),10.8,33.6,29.5
21139,"""Livingston, (KY)""",603.2,552.5 - 1132.8 (643),9.8,28.9,28.1
21141,"""Logan, (KY)""",502.9,481.6 - 552.4 (641),9.6,34.7,36.6
21143,"""Lyon, (KY)""",578.1,552.5 - 1132.8 (643),11.9,33.1,26.9
21145,"""McCracken, (KY)""",586.4,552.5 - 1132.8 (643),9.6,32.7,27.2
21147,"""McCreary, (KY)""",585.6,552.5 - 1132.8 (643),14,37.6,31.9
21149,"""McLean, (KY)""",504.1,481.6 - 552.4 (641),15,39,31.1
21151,"""Madison, (KY)""",462.6,430.2 - 481.5 (646),11.7,34.7,26.3
21153,"""Magoffin, (KY)""",614.3,552.5 - 1132.8 (643),11.7,36,31.3
21155,"""Marion, (KY)""",468.6,430.2 - 481.5 (646),10.2,32,26.4
21157,"""Marshall, (KY)""",590.3,552.5 - 1132.8 (643),9.3,33.8,27.8
21159,"""Martin, (KY)""",564.2,552.5 - 1132.8 (643),12.8,40.3,30.5
21161,"""Mason, (KY)""",698,552.5 - 1132.8 (643),11.3,30.6,26.3
21163,"""Meade, (KY)""",472.4,430.2 - 481.5 (646),11.9,37.3,27
21165,"""Menifee, (KY)""",629.2,552.5 - 1132.8 (643),12.6,35.5,28.4
21167,"""Mercer, (KY)""",467.3,430.2 - 481.5 (646),11.5,33.7,31.8
21169,"""Metcalfe, (KY)""",605.9,552.5 - 1132.8 (643),13,33.3,29.9
21171,"""Monroe, (KY)""",776.7,552.5 - 1132.8 (643),11.7,34.1,27.2
21173,"""Montgomery, (KY)""",531.2,481.6 - 552.4 (641),12.1,32.4,29.3
21175,"""Morgan, (KY)""",581.3,552.5 - 1132.8 (643),14.1,37.6,33.9
21177,"""Muhlenberg, (KY)""",577.1,552.5 - 1132.8 (643),10.2,36.1,30.5
21179,"""Nelson, (KY)""",428.6,380.4 - 430.1 (643),11.6,31.3,28.2
21181,"""Nicholas, (KY)""",604.3,552.5 - 1132.8 (643),11.7,32.7,31.1
21183,"""Ohio, (KY)""",505.9,481.6 - 552.4 (641),14.1,39.4,32.7
21185,"""Oldham, (KY)""",393.6,380.4 - 430.1 (643),10.5,27.3,23.2
21187,"""Owen, (KY)""",691.6,552.5 - 1132.8 (643),11.4,31.7,33.7
21189,"""Owsley, (KY)""",747.6,552.5 - 1132.8 (643),11.6,36.5,27.6
21191,"""Pendleton, (KY)""",518.5,481.6 - 552.4 (641),11.3,34.2,29.3
21193,"""Perry, (KY)""",733.6,552.5 - 1132.8 (643),13.3,37.1,31.3
21195,"""Pike, (KY)""",596.2,552.5 - 1132.8 (643),14.9,40.1,33
21197,"""Powell, (KY)""",742.1,552.5 - 1132.8 (643),13.4,38.7,32.6
21199,"""Pulaski, (KY)""",574.7,552.5 - 1132.8 (643),11.6,34,28.1
21201,"""Robertson, (KY)""",692.2,552.5 - 1132.8 (643),12.1,34.9,26.6
21203,"""Rockcastle, (KY)""",534.8,481.6 - 552.4 (641),11.2,34.9,33.6
21205,"""Rowan, (KY)""",563.5,552.5 - 1132.8 (643),10.1,35.9,27.4
21207,"""Russell, (KY)""",511.5,481.6 - 552.4 (641),10.7,34.8,27.8
21209,"""Scott, (KY)""",492.6,481.6 - 552.4 (641),10.9,31.7,25.2
21211,"""Shelby, (KY)""",490.8,481.6 - 552.4 (641),11,33.7,26.4
21213,"""Simpson, (KY)""",562.2,552.5 - 1132.8 (643),10.8,38.6,25.5
21215,"""Spencer, (KY)""",447.4,430.2 - 481.5 (646),13,34.7,26.8
21217,"""Taylor, (KY)""",517.4,481.6 - 552.4 (641),12.5,33.7,32.4
21219,"""Todd, (KY)""",517.7,481.6 - 552.4 (641),11.3,34.7,37.7
21221,"""Trigg, (KY)""",487.8,481.6 - 552.4 (641),11.7,35.4,27.6
21223,"""Trimble, (KY)""",532.5,481.6 - 552.4 (641),12.1,35.8,27.5
21225,"""Union, (KY)""",482.9,481.6 - 552.4 (641),11.8,31.1,29.1
21227,"""Warren, (KY)""",457.9,430.2 - 481.5 (646),10.4,32.4,24.1
21229,"""Washington, (KY)""",455.4,430.2 - 481.5 (646),10.9,32.3,28.1
21231,"""Wayne, (KY)""",522.9,481.6 - 552.4 (641),12.9,40.4,32.9
21233,"""Webster, (KY)""",563.4,552.5 - 1132.8 (643),12.6,34.5,31.4
21235,"""Whitley, (KY)""",724.2,552.5 - 1132.8 (643),13.2,36,34.8
21237,"""Wolfe, (KY)""",770.9,552.5 - 1132.8 (643),11.4,32.5,30.1
21239,"""Woodford, (KY)""",390.4,380.4 - 430.1 (643),10.7,30.2,23.5
22001,"""Acadia, (LA)""",618.8,552.5 - 1132.8 (643),10.7,33.4,35
22003,"""Allen, (LA)""",525.8,481.6 - 552.4 (641),11.7,35.2,29.9
22005,"""Ascension, (LA)""",501.5,481.6 - 552.4 (641),11.4,30.3,31.5
22007,"""Assumption, (LA)""",529.3,481.6 - 552.4 (641),13,41.8,33.2
22009,"""Avoyelles, (LA)""",661,552.5 - 1132.8 (643),11.9,39,34.1
22011,"""Beauregard, (LA)""",693.2,552.5 - 1132.8 (643),10.4,32.5,27.5
