cnty_fips,display_name,Value,theme_range,dm_prev_adj,ob_prev_adj,ltpia_prev_adj
01097,"""Mobile, (AL)""",575.1,552.5 - 1132.8 (643),13.4,35.9,29.2
01099,"""Monroe, (AL)""",556.9,552.5 - 1132.8 (643),13.7,39.5,31
01101,"""Montgomery, (AL)""",522.3,481.6 - 552.4 (641),12.5,36.6,26
01103,"""Morgan, (AL)""",600.1,552.5 - 1132.8 (643),11.4,31.5,28.1
01105,"""Perry, (AL)""",677.8,552.5 - 1132.8 (643),18.2,44.7,33.8
01107,"""Pickens, (AL)""",601.5,552.5 - 1132.8 (643),13.8,35.4,28.3
01109,"""Pike, (AL)""",571.2,552.5 - 1132.8 (643),13.2,42,27.3
01111,"""Randolph, (AL)""",670.8,552.5 - 1132.8 (643),12.8,34.2,28.5
01113,"""Russell, (AL)""",512.7,481.6 - 552.4 (641),12.2,40.6,30.5
01115,"""St. Clair, (AL)""",560.2,552.5 - 1132.8 (643),12.4,36.4,29.1
01117,"""Shelby, (AL)""",391.3,380.4 - 430.1 (643),8.8,29,23.8
01119,"""Sumter, (AL)""",633.6,552.5 - 1132.8 (643),18.4,40.3,30.3
01121,"""Talladega, (AL)""",585.4,552.5 - 1132.8 (643),14.6,40.8,32.5
01123,"""Tallapoosa, (AL)""",549.1,481.6 - 552.4 (641),12.4,37,31.9
01125,"""Tuscaloosa, (AL)""",550,481.6 - 552.4 (641),12.8,33.4,27.6
01127,"""Walker, (AL)""",764.7,552.5 - 1132.8 (643),13.6,36.6,31.7
01129,"""Washington, (AL)""",686.6,552.5 - 1132.8 (643),15.3,40.6,30.9
01131,"""Wilcox, (AL)""",896.8,552.5 - 1132.8 (643),17,42.9,33
01133,"""Winston, (AL)""",598.8,552.5 - 1132.8 (643),10.8,35.1,28.9
02013,"""Aleutians East, (AK)""",151,147.7 - 380.3 (644),9.4,35,27.2
02016,"""Aleutians West, (AK)""",282.3,147.7 - 380.3 (644),8.6,40.4,25.7
02020,"""Anchorage, (AK)""",350.8,147.7 - 380.3 (644),7.7,27.9,17.9
02050,"""Bethel, (AK)""",511.4,481.6 - 552.4 (641),7.3,29.5,28.1
02060,"""Bristol Bay, (AK)""",-1,,8.4,38.7,24.2
02068,"""Denali, (AK)""",382,380.4 - 430.1 (643),6.2,26,16.5
02070,"""Dillingham, (AK)""",574,552.5 - 1132.8 (643),9.2,40.5,23
02090,"""Fairbanks North Star, (AK)""",400.7,380.4 - 430.1 (643),6.6,29,19.3
02100,"""Haines, (AK)""",366.9,147.7 - 380.3 (644),6.9,24,18
02110,"""Juneau, (AK)""",366.9,147.7 - 380.3 (644),6,28.6,15
02122,"""Kenai Peninsula, (AK)""",419.4,380.4 - 430.1 (643),6.4,28.3,19.9
02130,"""Ketchikan Gateway, (AK)""",405.4,380.4 - 430.1 (643),8.6,34.3,20.9
02150,"""Kodiak Island, (AK)""",344.9,147.7 - 380.3 (644),7.3,29.6,20.7
02164,"""Lake and Peninsula, (AK)""",561,552.5 - 1132.8 (643),7.5,31.8,24.2
02170,"""Matanuska-Susitna, (AK)""",344.2,147.7 - 380.3 (644),7.8,30.8,20.5
02180,"""Nome, (AK)""",468.7,430.2 - 481.5 (646),7.6,33.5,26.6
02185,"""North Slope, (AK)""",422.5,380.4 - 430.1 (643),8,36.9,29.3
02188,"""Northwest Arctic, (AK)""",430.2,430.2 - 481.5 (646),8.3,35.9,26.3
02201,"""Prince of Wales-Outer Ketchikan, (AK)""",-1,,-1,-1,-1
02220,"""Sitka, (AK)""",387.1,380.4 - 430.1 (643),6.5,28.1,17.4
02232,"""Skagway-Hoonah-Angoon, (AK)""",-1,,-1,-1,-1
02240,"""Southeast Fairbanks, (AK)""",391.4,380.4 - 430.1 (643),7.7,32.4,19.8
02261,"""Valdez-Cordova, (AK)""",369.9,147.7 - 380.3 (644),7.6,30.4,20
02270,"""Wade Hampton, (AK)""",550.9,481.6 - 552.4 (641),-1,-1,-1
02280,"""Wrangell-Petersburg, (AK)""",-1,,-1,-1,-1
02282,"""Yakutat, (AK)""",-1,,7.6,30.9,24.8
02290,"""Yukon-Koyukuk, (AK)""",395,380.4 - 430.1 (643),8.1,30.1,26.2
04001,"""Apache, (AZ)""",366.3,147.7 - 380.3 (644),12.9,33.6,23.2
04003,"""Cochise, (AZ)""",407,380.4 - 430.1 (643),8.5,26.8,20.3
04005,"""Coconino, (AZ)""",303.8,147.7 - 380.3 (644),7.7,22.7,16.3
04007,"""Gila, (AZ)""",391.2,380.4 - 430.1 (643),8.2,28.3,23.6
04009,"""Graham, (AZ)""",388.6,380.4 - 430.1 (643),10.6,32,26.2
04011,"""Greenlee, (AZ)""",386.5,380.4 - 430.1 (643),10.1,29.2,21.1
04012,"""La Paz, (AZ)""",441,430.2 - 481.5 (646),10.6,29.6,26.2
04013,"""Maricopa, (AZ)""",347.2,147.7 - 380.3 (644),8.5,26.3,18.7
04015,"""Mohave, (AZ)""",538.2,481.6 - 552.4 (641),9.5,31,28.3
04017,"""Navajo, (AZ)""",367,147.7 - 380.3 (644),11.4,31.5,25
04019,"""Pima, (AZ)""",364.8,147.7 - 380.3 (644),7.6,25,17.5
04021,"""Pinal, (AZ)""",319.9,147.7 - 380.3 (644),10.7,33.1,24.8
04023,"""Santa Cruz, (AZ)""",356.4,147.7 - 380.3 (644),7.7,23.3,18.2
04025,"""Yavapai, (AZ)""",359,147.7 - 380.3 (644),7.4,23.1,20.1
04027,"""Yuma, (AZ)""",316.3,147.7 - 380.3 (644),11.8,31.4,27.5
05001,"""Arkansas, (AR)""",574.4,552.5 - 1132.8 (643),11,32,34.6
05003,"""Ashley, (AR)""",626.9,552.5 - 1132.8 (643),12.8,42.9,39.2
05005,"""Baxter, (AR)""",483.7,481.6 - 552.4 (641),12.1,35.7,32.5
05007,"""Benton, (AR)""",412.7,380.4 - 430.1 (643),8.8,30.8,26
05009,"""Boone, (AR)""",576.3,552.5 - 1132.8 (643),11.8,38.7,33
05011,"""Bradley, (AR)""",705.4,552.5 - 1132.8 (643),11.7,42.5,36
05013,"""Calhoun, (AR)""",596.3,552.5 - 1132.8 (643),12,37,31.8
05015,"""Carroll, (AR)""",447.1,430.2 - 481.5 (646),11.2,34.5,31.2
05017,"""Chicot, (AR)""",634.3,552.5 - 1132.8 (643),12.4,44.2,31.9
05019,"""Clark, (AR)""",596.2,552.5 - 1132.8 (643),10.4,34.6,34.9
05021,"""Clay, (AR)""",626.8,552.5 - 1132.8 (643),11.2,35.8,33.6
05023,"""Cleburne, (AR)""",489.1,481.6 - 552.4 (641),9.8,34.9,42.1
05025,"""Cleveland, (AR)""",711.7,552.5 - 1132.8 (643),11.6,35.7,31.7
05027,"""Columbia, (AR)""",601.2,552.5 - 1132.8 (643),12.1,34.5,35.2
05029,"""Conway, (AR)""",570.9,552.5 - 1132.8 (643),12.4,38.4,32.3
05031,"""Craighead, (AR)""",554,552.5 - 1132.8 (643),12.7,35.6,33.3
05033,"""Crawford, (AR)""",552.2,481.6 - 552.4 (641),10.7,33.9,28.7
05035,"""Crittenden, (AR)""",537.5,481.6 - 552.4 (641),14.2,40.4,36.1
05037,"""Cross, (AR)""",538.9,481.6 - 552.4 (641),12.1,39.9,37.4
05039,"""Dallas, (AR)""",619.6,552.5 - 1132.8 (643),12.4,39.3,34.9
05041,"""Desha, (AR)""",818.4,552.5 - 1132.8 (643),13.4,39.5,33.8
05043,"""Drew, (AR)""",611,552.5 - 1132.8 (643),12.6,37.1,33.7
05045,"""Faulkner, (AR)""",477.9,430.2 - 481.5 (646),11.7,33.1,31.5
05047,"""Franklin, (AR)""",547.4,481.6 - 552.4 (641),12.5,32.8,34.7
05049,"""Fulton, (AR)""",523.4,481.6 - 552.4 (641),12.4,31.6,29.3
05051,"""Garland, (AR)""",551,481.6 - 552.4 (641),10.7,31,32.7
05053,"""Grant, (AR)""",470.7,430.2 - 481.5 (646),11,39.4,32.9
05055,"""Greene, (AR)""",556.5,552.5 - 1132.8 (643),13.5,33.3,36.2
05057,"""Hempstead, (AR)""",582.9,552.5 - 1132.8 (643),11,38.7,36.8
05059,"""Hot Spring, (AR)""",559.7,552.5 - 1132.8 (643),11.4,35.4,33.7
05061,"""Howard, (AR)""",592.5,552.5 - 1132.8 (643),12.5,35.2,32.7
05063,"""Independence, (AR)""",612.4,552.5 - 1132.8 (643),11.4,36.8,30.4
05065,"""Izard, (AR)""",510.4,481.6 - 552.4 (641),13.1,34.6,32.3
05067,"""Jackson, (AR)""",584.8,552.5 - 1132.8 (643),11.2,34.5,37.3
05069,"""Jefferson, (AR)""",716.9,552.5 - 1132.8 (643),15.4,42.2,32.8
05071,"""Johnson, (AR)""",557,552.5 - 1132.8 (643),11.5,37.9,31.3
05073,"""Lafayette, (AR)""",551,481.6 - 552.4 (641),12.6,38.8,38.8
05075,"""Lawrence, (AR)""",570.4,552.5 - 1132.8 (643),12.5,32.7,38.8
05077,"""Lee, (AR)""",676.4,552.5 - 1132.8 (643),12.6,39.3,35
05079,"""Lincoln, (AR)""",646.2,552.5 - 1132.8 (643),11.8,36.4,34.7
05081,"""Little River, (AR)""",626.5,552.5 - 1132.8 (643),11.5,38.1,34.7
05083,"""Logan, (AR)""",559,552.5 - 1132.8 (643),12.6,39.9,32.6
05085,"""Lonoke, (AR)""",515,481.6 - 552.4 (641),13.1,38,31.3
05087,"""Madison, (AR)""",585.5,552.5 - 1132.8 (643),10.8,34.8,33.6
05089,"""Marion, (AR)""",477.7,430.2 - 481.5 (646),10.7,33.9,30.3
05091,"""Miller, (AR)""",596.3,552.5 - 1132.8 (643),10.4,33.8,36.8
05093,"""Mississippi, (AR)""",653.7,552.5 - 1132.8 (643),15.2,41.6,38.8
05095,"""Monroe, (AR)""",661.3,552.5 - 1132.8 (643),13.8,36.3,34.9
05097,"""Montgomery, (AR)""",570.2,552.5 - 1132.8 (643),12.3,36.8,33.7
05099,"""Nevada, (AR)""",602.7,552.5 - 1132.8 (643),11.8,36.1,30.9
05101,"""Newton, (AR)""",541.9,481.6 - 552.4 (641),10.4,32.3,29.9
05103,"""Ouachita, (AR)""",589.5,552.5 - 1132.8 (643),12,36.7,31.7
05105,"""Perry, (AR)""",522,481.6 - 552.4 (641),11.3,36.7,30.3
05107,"""Phillips, (AR)""",691.4,552.5 - 1132.8 (643),12.9,44.2,35.6
05109,"""Pike, (AR)""",597.5,552.5 - 1132.8 (643),10.5,37,37.7
05111,"""Poinsett, (AR)""",651.6,552.5 - 1132.8 (643),13.6,40.6,38.5
05113,"""Polk, (AR)""",602.6,552.5 - 1132.8 (643),11.4,34.6,37.5
05115,"""Pope, (AR)""",539.1,481.6 - 552.4 (641),10.9,32.3,31.6
05117,"""Prairie, (AR)""",530.5,481.6 - 552.4 (641),11.9,37.9,35.4
05119,"""Pulaski, (AR)""",496.3,481.6 - 552.4 (641),12.3,32.2,27.6
05121,"""Randolph, (AR)""",590.7,552.5 - 1132.8 (643),12,35.8,38.6
05123,"""St. Francis, (AR)""",640.2,552.5 - 1132.8 (643),15.5,44.6,38.9
05125,"""Saline, (AR)""",437.5,430.2 - 481.5 (646),12,33.1,31.8
05127,"""Scott, (AR)""",538.8,481.6 - 552.4 (641),10.9,33.8,33
05129,"""Searcy, (AR)""",519.4,481.6 - 552.4 (641),11.5,37.3,34.9
05131,"""Sebastian, (AR)""",530.5,481.6 - 552.4 (641),11.3,34.9,28.4
05133,"""Sevier, (AR)""",549.4,481.6 - 552.4 (641),10.9,36.9,32.9
05135,"""Sharp, (AR)""",597.2,552.5 - 1132.8 (643),11.6,38.5,29.1
05137,"""Stone, (AR)""",501.4,481.6 - 552.4 (641),11.1,35.7,33.9
05139,"""Union, (AR)""",575.1,552.5 - 1132.8 (643),11.6,39.1,33.4
05141,"""Van Buren, (AR)""",502.2,481.6 - 552.4 (641),9.5,34.9,32.1
05143,"""Washington, (AR)""",539.3,481.6 - 552.4 (641),10.3,29.9,26
05145,"""White, (AR)""",602.8,552.5 - 1132.8 (643),9.6,38.4,31.4
05147,"""Woodruff, (AR)""",638.4,552.5 - 1132.8 (643),11.8,37,31.4
05149,"""Yell, (AR)""",604,552.5 - 1132.8 (643),11.4,37.1,33.6
06001,"""Alameda, (CA)""",330.8,147.7 - 380.3 (644),8,18.7,16.7
06003,"""Alpine, (CA)""",366.6,147.7 - 380.3 (644),7.7,22.1,17.9
06005,"""Amador, (CA)""",421.2,380.4 - 430.1 (643),6.7,24.9,16.8
06007,"""Butte, (CA)""",442.5,430.2 - 481.5 (646),8.3,25.4,19.4
06009,"""Calaveras, (CA)""",446.2,430.2 - 481.5 (646),6.9,25.3,17.7
06011,"""Colusa, (CA)""",399.8,380.4 - 430.1 (643),8.9,26.6,18.2
06013,"""Contra Costa, (CA)""",341.2,147.7 - 380.3 (644),8.3,23.9,17.4
06015,"""Del Norte, (CA)""",501.9,481.6 - 552.4 (641),7.6,24.2,18.4
06017,"""El Dorado, (CA)""",335,147.7 - 380.3 (644),6,17.8,16.3
06019,"""Fresno, (CA)""",472.3,430.2 - 481.5 (646),9.5,26.7,21.1
06021,"""Glenn, (CA)""",439.3,430.2 - 481.5 (646),7.1,26.7,20.5
06023,"""Humboldt, (CA)""",490.6,481.6 - 552.4 (641),7.3,27.4,15.9
06025,"""Imperial, (CA)""",377.6,147.7 - 380.3 (644),8.3,28,22.3
06027,"""Inyo, (CA)""",460,430.2 - 481.5 (646),7.2,23.5,19.2
06029,"""Kern, (CA)""",506.8,481.6 - 552.4 (641),9,31.4,23.7
06031,"""Kings, (CA)""",410.8,380.4 - 430.1 (643),7.9,25.9,20.1
06033,"""Lake, (CA)""",485.8,481.6 - 552.4 (641),8,26,18.2
06035,"""Lassen, (CA)""",475.1,430.2 - 481.5 (646),7.9,25.6,21.3
06037,"""Los Angeles, (CA)""",398.7,380.4 - 430.1 (643),8.8,21.4,18
06039,"""Madera, (CA)""",468.5,430.2 - 481.5 (646),7.5,26.2,19.4
06041,"""Marin, (CA)""",266.1,147.7 - 380.3 (644),5.3,17.4,11.5
06043,"""Mariposa, (CA)""",433.8,430.2 - 481.5 (646),6.8,24.3,17.8
06045,"""Mendocino, (CA)""",420,380.4 - 430.1 (643),6.7,24.7,17.1
06047,"""Merced, (CA)""",445.9,430.2 - 481.5 (646),8.9,26.2,19.4
06049,"""Modoc, (CA)""",465.8,430.2 - 481.5 (646),7.7,22.5,17.2
06051,"""Mono, (CA)""",363.7,147.7 - 380.3 (644),6.9,22.4,16.3
06053,"""Monterey, (CA)""",320.9,147.7 - 380.3 (644),6.9,24.5,17.2
06055,"""Napa, (CA)""",366.3,147.7 - 380.3 (644),7,22.8,16.3
06057,"""Nevada, (CA)""",320.4,147.7 - 380.3 (644),6.5,20.4,15.7
06059,"""Orange, (CA)""",363.4,147.7 - 380.3 (644),7.2,19,16.1
06061,"""Placer, (CA)""",341.6,147.7 - 380.3 (644),6.5,20.3,14.3
06063,"""Plumas, (CA)""",449.2,430.2 - 481.5 (646),7.1,22.7,14.5
06065,"""Riverside, (CA)""",426.9,380.4 - 430.1 (643),8.5,25.6,21
06067,"""Sacramento, (CA)""",433.6,430.2 - 481.5 (646),8.3,27.4,18.1
06069,"""San Benito, (CA)""",336,147.7 - 380.3 (644),7.2,22.4,19.7
06071,"""San Bernardino, (CA)""",480,430.2 - 481.5 (646),8.6,27.1,21.3
06073,"""San Diego, (CA)""",359.3,147.7 - 380.3 (644),7.1,20,15.5
06075,"""San Francisco, (CA)""",296.7,147.7 - 380.3 (644),8,18.2,15.2
06077,"""San Joaquin, (CA)""",446.7,430.2 - 481.5 (646),10.1,27.8,22
06079,"""San Luis Obispo, (CA)""",364.2,147.7 - 380.3 (644),6.6,22.6,14.3
06081,"""San Mateo, (CA)""",300.4,147.7 - 380.3 (644),7.9,18.3,15.2
06083,"""Santa Barbara, (CA)""",345.6,147.7 - 380.3 (644),7,20.5,16.1
06085,"""Santa Clara, (CA)""",299.8,147.7 - 380.3 (644),7.9,19.5,15.6
06087,"""Santa Cruz, (CA)""",329.8,147.7 - 380.3 (644),6.9,17.8,14.2
06089,"""Shasta, (CA)""",496.3,481.6 - 552.4 (641),6.8,23.6,18.4
06091,"""Sierra, (CA)""",393.6,380.4 - 430.1 (643),6.7,21.5,16.2
06093,"""Siskiyou, (CA)""",452.7,430.2 - 481.5 (646),7.2,23.4,17.4
06095,"""Solano, (CA)""",361.2,147.7 - 380.3 (644),9.1,29.2,18.8
06097,"""Sonoma, (CA)""",355.5,147.7 - 380.3 (644),6.9,19.9,15.1
06099,"""Stanislaus, (CA)""",500.5,481.6 - 552.4 (641),8.9,30,20.8
06101,"""Sutter, (CA)""",450.4,430.2 - 481.5 (646),7.7,29.6,20.3
06103,"""Tehama, (CA)""",453.3,430.2 - 481.5 (646),8.8,26.5,24.5
06105,"""Trinity, (CA)""",470.8,430.2 - 481.5 (646),7.4,23.7,17.9
06107,"""Tulare, (CA)""",508.1,481.6 - 552.4 (641),7.1,33.3,22.3
06109,"""Tuolumne, (CA)""",429.3,380.4 - 430.1 (643),7,21.6,15.6
06111,"""Ventura, (CA)""",358.6,147.7 - 380.3 (644),7.2,20.3,16.9
06113,"""Yolo, (CA)""",370.5,147.7 - 380.3 (644),7.2,23,16
06115,"""Yuba, (CA)""",538.5,481.6 - 552.4 (641),7.6,27.8,18.5
08001,"""Adams, (CO)""",362,147.7 - 380.3 (644),7.6,26.9,20.2
08003,"""Alamosa, (CO)""",382.5,380.4 - 430.1 (643),5.8,20.9,16.4
08005,"""Arapahoe, (CO)""",297.4,147.7 - 380.3 (644),6.6,21.6,16.6
08007,"""Archuleta, (CO)""",293.3,147.7 - 380.3 (644),4.4,17.7,13.6
08009,"""Baca, (CO)""",371.1,147.7 - 380.3 (644),5.3,21.2,16.5
08011,"""Bent, (CO)""",363.8,147.7 - 380.3 (644),6.1,24.8,22
08013,"""Boulder, (CO)""",311.5,147.7 - 380.3 (644),3.9,13.7,10
08014,"""Broomfield, (CO)""",328.3,147.7 - 380.3 (644),5.5,18.8,12.8
08015,"""Chaffee, (CO)""",311.2,147.7 - 380.3 (644),4.6,18.5,15.7
08017,"""Cheyenne, (CO)""",307.8,147.7 - 380.3 (644),5.5,24,24.1
08019,"""Clear Creek, (CO)""",348.4,147.7 - 380.3 (644),6.3,18.3,16.9
08021,"""Conejos, (CO)""",422.8,380.4 - 430.1 (643),4.9,23.4,20.1
08023,"""Costilla, (CO)""",335,147.7 - 380.3 (644),5.5,21.9,21.6
08025,"""Crowley, (CO)""",367.9,147.7 - 380.3 (644),5.9,22.4,19.3
08027,"""Custer, (CO)""",378.6,147.7 - 380.3 (644),4.5,22.1,17.4
08029,"""Delta, (CO)""",401,380.4 - 430.1 (643),4.8,23,18
08031,"""Denver, (CO)""",379.6,147.7 - 380.3 (644),6,16.8,12.8
08033,"""Dolores, (CO)""",356.2,147.7 - 380.3 (644),5.2,19.3,16.8
08035,"""Douglas, (CO)""",238.3,147.7 - 380.3 (644),5,17.3,10.4
08037,"""Eagle, (CO)""",194.6,147.7 - 380.3 (644),3.4,12.7,11
08039,"""Elbert, (CO)""",283.5,147.7 - 380.3 (644),4.4,20.8,17.1
08041,"""El Paso, (CO)""",357.7,147.7 - 380.3 (644),6.8,22.4,16
08043,"""Fremont, (CO)""",400.2,380.4 - 430.1 (643),7.3,23.5,18.5
08045,"""Garfield, (CO)""",338.9,147.7 - 380.3 (644),4.6,19.2,13.5
08047,"""Gilpin, (CO)""",329.9,147.7 - 380.3 (644),5.3,20.5,16.5
08049,"""Grand, (CO)""",308.4,147.7 - 380.3 (644),4.8,16.4,13.4
08051,"""Gunnison, (CO)""",289.2,147.7 - 380.3 (644),4.5,15.3,12.9
08053,"""Hinsdale, (CO)""",299.3,147.7 - 380.3 (644),4.8,19.6,14.8
08055,"""Huerfano, (CO)""",364.7,147.7 - 380.3 (644),5.6,22.1,18.9
08057,"""Jackson, (CO)""",324.6,147.7 - 380.3 (644),5.2,21.1,19
08059,"""Jefferson, (CO)""",350,147.7 - 380.3 (644),4.6,17.9,12.5
08061,"""Kiowa, (CO)""",377.3,147.7 - 380.3 (644),5.3,20.7,20.1
08063,"""Kit Carson, (CO)""",339.9,147.7 - 380.3 (644),5.9,27.6,22.8
08065,"""Lake, (CO)""",413.2,380.4 - 430.1 (643),5.3,19.1,15.9
08067,"""La Plata, (CO)""",319.3,147.7 - 380.3 (644),4.8,16.5,12.6
08069,"""Larimer, (CO)""",328.7,147.7 - 380.3 (644),4.8,17.7,13.1
08071,"""Las Animas, (CO)""",350.8,147.7 - 380.3 (644),6,23.4,22.5
08073,"""Lincoln, (CO)""",324.4,147.7 - 380.3 (644),6.3,23.7,18.5
08075,"""Logan, (CO)""",351.4,147.7 - 380.3 (644),6.7,29,22.2
08077,"""Mesa, (CO)""",389.5,380.4 - 430.1 (643),5.5,22.2,16.5
08079,"""Mineral, (CO)""",326,147.7 - 380.3 (644),4.7,18.4,15.3
08081,"""Moffat, (CO)""",324.8,147.7 - 380.3 (644),5.7,24.9,20.5
08083,"""Montezuma, (CO)""",372,147.7 - 380.3 (644),5.5,22,16.9
08085,"""Montrose, (CO)""",361.3,147.7 - 380.3 (644),5.9,19.9,15.1
08087,"""Morgan, (CO)""",357.5,147.7 - 380.3 (644),6.6,27.7,22.9
08089,"""Otero, (CO)""",523.3,481.6 - 552.4 (641),5.5,28.1,19.6
08091,"""Ouray, (CO)""",317.4,147.7 - 380.3 (644),4.7,17.7,13.4
08093,"""Park, (CO)""",275.8,147.7 - 380.3 (644),4.9,18.4,14.8
08095,"""Phillips, (CO)""",384,380.4 - 430.1 (643),6.4,25.2,17.3
08097,"""Pitkin, (CO)""",147.7,147.7 - 380.3 (644),4.3,15,10.1
08099,"""Prowers, (CO)""",384.4,380.4 - 430.1 (643),7.2,27.4,20.7
08101,"""Pueblo, (CO)""",372.5,147.7 - 380.3 (644),7.4,27.4,20.5
08103,"""Rio Blanco, (CO)""",327.3,147.7 - 380.3 (644),5,23.5,16.4
08105,"""Rio Grande, (CO)""",399.8,380.4 - 430.1 (643),5.2,22.6,16.2
08107,"""Routt, (CO)""",263.9,147.7 - 380.3 (644),3.6,13.3,11.9
08109,"""Saguache, (CO)""",363.3,147.7 - 380.3 (644),5.8,21.3,16
08111,"""San Juan, (CO)""",335.3,147.7 - 380.3 (644),5.3,19.9,16.7
08113,"""San Miguel, (CO)""",310.5,147.7 - 380.3 (644),5,17.9,14.1
08115,"""Sedgwick, (CO)""",389.8,380.4 - 430.1 (643),6.2,21.3,18.4
08117,"""Summit, (CO)""",155.9,147.7 - 380.3 (644),4.5,14.8,10
08119,"""Teller, (CO)""",383.1,380.4 - 430.1 (643),5.4,21.1,17
08121,"""Washington, (CO)""",330.4,147.7 - 380.3 (644),5.2,23.4,19.6
08123,"""Weld, (CO)""",345.1,147.7 - 380.3 (644),6.5,26.3,17.8
08125,"""Yuma, (CO)""",358.8,147.7 - 380.3 (644),5.5,25.7,21.1
09001,"""Fairfield, (CT)""",345.2,147.7 - 380.3 (644),6.7,20.9,18.3
09003,"""Hartford, (CT)""",369.5,147.7 - 380.3 (644),8.3,25.8,20.7
09005,"""Litchfield, (CT)""",405.1,380.4 - 430.1 (643),6.1,24.1,19.9
09007,"""Middlesex, (CT)""",354.6,147.7 - 380.3 (644),6,23.7,17.6
