cnty_fips,display_name,Value,theme_range,dm_prev_adj,ob_prev_adj,ltpia_prev_adj
17201,"""Winnebago, (IL)""",474.5,425.4 - 477.1 (642),9.5,33.8,26.4
17203,"""Woodford, (IL)""",431.8,425.4 - 477.1 (642),7.9,28.6,22.4
18001,"""Adams, (IN)""",459.3,425.4 - 477.1 (642),12.2,32.3,27.6
18003,"""Allen, (IN)""",460.4,425.4 - 477.1 (642),9.7,28.4,23.6
18005,"""Bartholomew, (IN)""",494.8,477.2 - 529.3 (644),10.5,29.4,25.8
18007,"""Benton, (IN)""",529.8,529.4 - 604.5 (642),10,30.9,29.4
18009,"""Blackford, (IN)""",531,529.4 - 604.5 (642),12.1,37.5,28.9
18011,"""Boone, (IN)""",507.4,477.2 - 529.3 (644),9.5,28.3,20.3
18013,"""Brown, (IN)""",375.2,139.6 - 425.3 (645),9.2,28.4,26.8
18015,"""Carroll, (IN)""",472.8,425.4 - 477.1 (642),11,27.7,31.5
18017,"""Cass, (IN)""",497.2,477.2 - 529.3 (644),8.9,32.9,29.3
18019,"""Clark, (IN)""",575.9,529.4 - 604.5 (642),11.2,34.2,28.7
18021,"""Clay, (IN)""",612.6,604.6 - 949.9 (643),10.5,34.7,28.5
18023,"""Clinton, (IN)""",515.8,477.2 - 529.3 (644),10.1,32.6,29.2
18025,"""Crawford, (IN)""",543.1,529.4 - 604.5 (642),9.6,31.2,28.2
18027,"""Daviess, (IN)""",551.5,529.4 - 604.5 (642),11.3,36.3,30.4
18029,"""Dearborn, (IN)""",484.9,477.2 - 529.3 (644),10.5,35.5,26.5
18031,"""Decatur, (IN)""",505,477.2 - 529.3 (644),11.5,31.9,30.3
18033,"""DeKalb, (IN)""",472.6,425.4 - 477.1 (642),9.1,33.3,23.7
18035,"""Delaware, (IN)""",503.1,477.2 - 529.3 (644),10.4,31.4,27.7
18037,"""Dubois, (IN)""",500.2,477.2 - 529.3 (644),8.8,29.8,21.3
18039,"""Elkhart, (IN)""",514.4,477.2 - 529.3 (644),9.5,32.6,25.9
18041,"""Fayette, (IN)""",553.7,529.4 - 604.5 (642),9.3,34.5,32.3
18043,"""Floyd, (IN)""",529.6,529.4 - 604.5 (642),9.8,29.3,29.3
18045,"""Fountain, (IN)""",522.8,477.2 - 529.3 (644),11.3,31.2,25.9
18047,"""Franklin, (IN)""",489.8,477.2 - 529.3 (644),9.4,28.9,25.6
18049,"""Fulton, (IN)""",546.5,529.4 - 604.5 (642),9.5,36.9,23.7
18051,"""Gibson, (IN)""",532.4,529.4 - 604.5 (642),11.4,31.6,28.5
18053,"""Grant, (IN)""",484.4,477.2 - 529.3 (644),12.2,39.1,30.7
18055,"""Greene, (IN)""",617.9,604.6 - 949.9 (643),10.5,32.7,30.7
18057,"""Hamilton, (IN)""",403.8,139.6 - 425.3 (645),8.4,26.5,16.4
18059,"""Hancock, (IN)""",503.8,477.2 - 529.3 (644),12.1,33.5,25.5
18061,"""Harrison, (IN)""",483.2,477.2 - 529.3 (644),10.5,35.7,29.6
18063,"""Hendricks, (IN)""",501.2,477.2 - 529.3 (644),9.1,31.4,23
18065,"""Henry, (IN)""",515.6,477.2 - 529.3 (644),12.7,37.6,26.8
18067,"""Howard, (IN)""",495.4,477.2 - 529.3 (644),10.8,30.7,26.8
18069,"""Huntington, (IN)""",456,425.4 - 477.1 (642),10,31.6,27.5
18071,"""Jackson, (IN)""",553,529.4 - 604.5 (642),10.6,31.9,30.2
18073,"""Jasper, (IN)""",541.5,529.4 - 604.5 (642),11,29.6,27.8
18075,"""Jay, (IN)""",513.7,477.2 - 529.3 (644),13.2,33.3,30.1
18077,"""Jefferson, (IN)""",583,529.4 - 604.5 (642),11.2,34.3,29.2
18079,"""Jennings, (IN)""",534.4,529.4 - 604.5 (642),10.6,29.5,33.7
18081,"""Johnson, (IN)""",552.7,529.4 - 604.5 (642),10.5,28.6,22.1
18083,"""Knox, (IN)""",669.5,604.6 - 949.9 (643),10.4,31.9,30.8
18085,"""Kosciusko, (IN)""",475.8,425.4 - 477.1 (642),10.2,34.2,25.1
18087,"""LaGrange, (IN)""",513.9,477.2 - 529.3 (644),10.7,34,25.9
18089,"""Lake, (IN)""",554.1,529.4 - 604.5 (642),10.4,33,28.4
18091,"""LaPorte, (IN)""",574.5,529.4 - 604.5 (642),10,36.2,23.4
18093,"""Lawrence, (IN)""",569,529.4 - 604.5 (642),12.2,35.3,31.4
18095,"""Madison, (IN)""",491.2,477.2 - 529.3 (644),10.5,35.6,27.1
18097,"""Marion, (IN)""",543.2,529.4 - 604.5 (642),10.2,32.5,26.5
18099,"""Marshall, (IN)""",527.8,477.2 - 529.3 (644),10.2,31.2,28.4
18101,"""Martin, (IN)""",569.2,529.4 - 604.5 (642),12.6,37.2,29.5
18103,"""Miami, (IN)""",497.3,477.2 - 529.3 (644),10.5,33,29.4
18105,"""Monroe, (IN)""",384.9,139.6 - 425.3 (645),7.9,23.1,21
18107,"""Montgomery, (IN)""",521.3,477.2 - 529.3 (644),10.2,28.9,26.8
18109,"""Morgan, (IN)""",582.8,529.4 - 604.5 (642),11.7,32.4,27.2
18111,"""Newton, (IN)""",558.1,529.4 - 604.5 (642),10.7,34.6,30.9
18113,"""Noble, (IN)""",506.8,477.2 - 529.3 (644),10.3,33.6,25.9
18115,"""Ohio, (IN)""",467.1,425.4 - 477.1 (642),9.7,32.2,29.2
18117,"""Orange, (IN)""",559.9,529.4 - 604.5 (642),9.4,35.4,29.1
18119,"""Owen, (IN)""",583.9,529.4 - 604.5 (642),11.4,35.1,27.5
18121,"""Parke, (IN)""",532.4,529.4 - 604.5 (642),10.3,34,30.8
18123,"""Perry, (IN)""",455.9,425.4 - 477.1 (642),10.5,30,29.2
18125,"""Pike, (IN)""",620.8,604.6 - 949.9 (643),10,33.4,29.2
18127,"""Porter, (IN)""",501.4,477.2 - 529.3 (644),8.9,30.8,24.2
18129,"""Posey, (IN)""",478.3,477.2 - 529.3 (644),10.4,29.6,24.2
18131,"""Pulaski, (IN)""",542.9,529.4 - 604.5 (642),9.6,29.9,32.2
18133,"""Putnam, (IN)""",483.3,477.2 - 529.3 (644),9.3,31.8,31.8
18135,"""Randolph, (IN)""",523.9,477.2 - 529.3 (644),10.7,36.2,27.8
18137,"""Ripley, (IN)""",497.1,477.2 - 529.3 (644),11.2,34.9,24.4
18139,"""Rush, (IN)""",513.4,477.2 - 529.3 (644),12.6,35.5,28.8
18141,"""St. Joseph, (IN)""",508.5,477.2 - 529.3 (644),9.4,30.8,24.1
18143,"""Scott, (IN)""",539.3,529.4 - 604.5 (642),11.6,31.9,34.6
18145,"""Shelby, (IN)""",531.9,529.4 - 604.5 (642),10.1,35.1,33
18147,"""Spencer, (IN)""",480.3,477.2 - 529.3 (644),8.7,31.2,24.6
18149,"""Starke, (IN)""",598.9,529.4 - 604.5 (642),12.1,35.8,29.8
18151,"""Steuben, (IN)""",504.7,477.2 - 529.3 (644),9.1,34.2,29.6
18153,"""Sullivan, (IN)""",626.1,604.6 - 949.9 (643),11.8,32.9,32.2
18155,"""Switzerland, (IN)""",493.4,477.2 - 529.3 (644),10.5,29.2,27.1
18157,"""Tippecanoe, (IN)""",461,425.4 - 477.1 (642),7.6,29.4,24.1
18159,"""Tipton, (IN)""",473.7,425.4 - 477.1 (642),9.3,29.6,23.9
18161,"""Union, (IN)""",506.4,477.2 - 529.3 (644),11.6,30.7,34.4
18163,"""Vanderburgh, (IN)""",499.6,477.2 - 529.3 (644),9.8,33.3,27.3
18165,"""Vermillion, (IN)""",696.6,604.6 - 949.9 (643),11.5,31.4,29.9
18167,"""Vigo, (IN)""",584.8,529.4 - 604.5 (642),10.6,31.6,27.3
18169,"""Wabash, (IN)""",458.2,425.4 - 477.1 (642),11.4,32.4,31.9
18171,"""Warren, (IN)""",488.2,477.2 - 529.3 (644),10.3,32.1,25.7
18173,"""Warrick, (IN)""",491,477.2 - 529.3 (644),9.1,31.7,24.1
18175,"""Washington, (IN)""",526.9,477.2 - 529.3 (644),9.9,33.8,29.5
18177,"""Wayne, (IN)""",560.9,529.4 - 604.5 (642),10.3,31.3,30.8
18179,"""Wells, (IN)""",435.5,425.4 - 477.1 (642),9.4,26.8,24.4
18181,"""White, (IN)""",449.7,425.4 - 477.1 (642),12,35.6,27.6
18183,"""Whitley, (IN)""",447.3,425.4 - 477.1 (642),9.5,36.2,26.2
19001,"""Adair, (IA)""",456.4,425.4 - 477.1 (642),8.5,32.7,27.8
19003,"""Adams, (IA)""",516.2,477.2 - 529.3 (644),8.3,31.3,24
19005,"""Allamakee, (IA)""",438.5,425.4 - 477.1 (642),7.3,33.5,22.4
19007,"""Appanoose, (IA)""",747.1,604.6 - 949.9 (643),10.5,35.8,31.7
19009,"""Audubon, (IA)""",458.4,425.4 - 477.1 (642),8.7,32.3,29
19011,"""Benton, (IA)""",425.2,139.6 - 425.3 (645),8.5,34.8,24.9
19013,"""Black Hawk, (IA)""",447.1,425.4 - 477.1 (642),9.1,30.5,24.9
19015,"""Boone, (IA)""",541.7,529.4 - 604.5 (642),7.8,33.4,22.3
19017,"""Bremer, (IA)""",487.6,477.2 - 529.3 (644),7.7,33.3,22.7
19019,"""Buchanan, (IA)""",440.4,425.4 - 477.1 (642),7.4,32.8,26.5
19021,"""Buena Vista, (IA)""",436.6,425.4 - 477.1 (642),7.8,31.9,24.6
19023,"""Butler, (IA)""",508.8,477.2 - 529.3 (644),7.7,35.1,25.1
19025,"""Calhoun, (IA)""",441.2,425.4 - 477.1 (642),8.4,33.2,27.2
19027,"""Carroll, (IA)""",438.5,425.4 - 477.1 (642),6.8,31,30.2
19029,"""Cass, (IA)""",484.4,477.2 - 529.3 (644),8.5,37.4,25.2
19031,"""Cedar, (IA)""",446.3,425.4 - 477.1 (642),8.2,33.3,27.5
19033,"""Cerro Gordo, (IA)""",498.3,477.2 - 529.3 (644),8.4,33.2,23.8
19035,"""Cherokee, (IA)""",427.1,425.4 - 477.1 (642),8.9,34,27.5
19037,"""Chickasaw, (IA)""",482.7,477.2 - 529.3 (644),7.8,33.6,25
19039,"""Clarke, (IA)""",503.4,477.2 - 529.3 (644),8.4,32.5,22.6
19041,"""Clay, (IA)""",438.1,425.4 - 477.1 (642),8.3,37,21.4
19043,"""Clayton, (IA)""",450.6,425.4 - 477.1 (642),7.3,33.1,22.4
19045,"""Clinton, (IA)""",610.4,604.6 - 949.9 (643),9.1,32.1,25.5
19047,"""Crawford, (IA)""",422,139.6 - 425.3 (645),10.7,32.7,29.4
19049,"""Dallas, (IA)""",416.6,139.6 - 425.3 (645),8.3,27.6,21.8
19051,"""Davis, (IA)""",493.3,477.2 - 529.3 (644),8.4,31.8,24.2
19053,"""Decatur, (IA)""",517.5,477.2 - 529.3 (644),8.4,37.1,28
19055,"""Delaware, (IA)""",438.2,425.4 - 477.1 (642),8.5,34.3,25.4
19057,"""Des Moines, (IA)""",483.3,477.2 - 529.3 (644),8.9,32.2,25.7
19059,"""Dickinson, (IA)""",453.9,425.4 - 477.1 (642),7.5,32.9,21.7
19061,"""Dubuque, (IA)""",476.4,425.4 - 477.1 (642),7.9,27.5,23.3
19063,"""Emmet, (IA)""",445.3,425.4 - 477.1 (642),8.4,36,24.4
19065,"""Fayette, (IA)""",446.7,425.4 - 477.1 (642),7.8,33.2,29
