cnty_fips,display_name,Value,theme_range,dm_prev_adj,ob_prev_adj,ltpia_prev_adj
01125,"""Tuscaloosa, (AL)""",571.5,568.9 - 1054.3 (643),12.8,33.4,27.6
01127,"""Walker, (AL)""",650.6,568.9 - 1054.3 (643),13.6,36.6,31.7
01129,"""Washington, (AL)""",639.6,568.9 - 1054.3 (643),15.3,40.6,30.9
01131,"""Wilcox, (AL)""",730.8,568.9 - 1054.3 (643),17,42.9,33
01133,"""Winston, (AL)""",631,568.9 - 1054.3 (643),10.8,35.1,28.9
02013,"""Aleutians East, (AK)""",248.2,179.5 - 401.9 (646),9.4,35,27.2
02016,"""Aleutians West, (AK)""",207.5,179.5 - 401.9 (646),8.6,40.4,25.7
02020,"""Anchorage, (AK)""",374.8,179.5 - 401.9 (646),7.7,27.9,17.9
02050,"""Bethel, (AK)""",504.8,502.1 - 568.8 (643),7.3,29.5,28.1
02060,"""Bristol Bay, (AK)""",-1,,8.4,38.7,24.2
02068,"""Denali, (AK)""",466.3,452.4 - 502 (644),6.2,26,16.5
02070,"""Dillingham, (AK)""",559.5,502.1 - 568.8 (643),9.2,40.5,23
02090,"""Fairbanks North Star, (AK)""",421.6,402 - 452.3 (641),6.6,29,19.3
02100,"""Haines, (AK)""",350.8,179.5 - 401.9 (646),6.9,24,18
02110,"""Juneau, (AK)""",344.8,179.5 - 401.9 (646),6,28.6,15
02122,"""Kenai Peninsula, (AK)""",395.6,179.5 - 401.9 (646),6.4,28.3,19.9
02130,"""Ketchikan Gateway, (AK)""",405,402 - 452.3 (641),8.6,34.3,20.9
02150,"""Kodiak Island, (AK)""",425.4,402 - 452.3 (641),7.3,29.6,20.7
02164,"""Lake and Peninsula, (AK)""",472.3,452.4 - 502 (644),7.5,31.8,24.2
02170,"""Matanuska-Susitna, (AK)""",361.3,179.5 - 401.9 (646),7.8,30.8,20.5
02180,"""Nome, (AK)""",782.1,568.9 - 1054.3 (643),7.6,33.5,26.6
02185,"""North Slope, (AK)""",496.3,452.4 - 502 (644),8,36.9,29.3
02188,"""Northwest Arctic, (AK)""",481.4,452.4 - 502 (644),8.3,35.9,26.3
02201,"""Prince of Wales-Outer Ketchikan, (AK)""",-1,,-1,-1,-1
02220,"""Sitka, (AK)""",332.8,179.5 - 401.9 (646),6.5,28.1,17.4
02232,"""Skagway-Hoonah-Angoon, (AK)""",-1,,-1,-1,-1
02240,"""Southeast Fairbanks, (AK)""",471.7,452.4 - 502 (644),7.7,32.4,19.8
02261,"""Valdez-Cordova, (AK)""",419.7,402 - 452.3 (641),7.6,30.4,20
02270,"""Wade Hampton, (AK)""",642.7,568.9 - 1054.3 (643),-1,-1,-1
02280,"""Wrangell-Petersburg, (AK)""",-1,,-1,-1,-1
02282,"""Yakutat, (AK)""",-1,,7.6,30.9,24.8
02290,"""Yukon-Koyukuk, (AK)""",479,452.4 - 502 (644),8.1,30.1,26.2
04001,"""Apache, (AZ)""",351.7,179.5 - 401.9 (646),12.9,33.6,23.2
04003,"""Cochise, (AZ)""",461.2,452.4 - 502 (644),8.5,26.8,20.3
04005,"""Coconino, (AZ)""",369.4,179.5 - 401.9 (646),7.7,22.7,16.3
04007,"""Gila, (AZ)""",408.4,402 - 452.3 (641),8.2,28.3,23.6
04009,"""Graham, (AZ)""",422.7,402 - 452.3 (641),10.6,32,26.2
04011,"""Greenlee, (AZ)""",382.1,179.5 - 401.9 (646),10.1,29.2,21.1
04012,"""La Paz, (AZ)""",433.7,402 - 452.3 (641),10.6,29.6,26.2
04013,"""Maricopa, (AZ)""",371.4,179.5 - 401.9 (646),8.5,26.3,18.7
04015,"""Mohave, (AZ)""",549.1,502.1 - 568.8 (643),9.5,31,28.3
04017,"""Navajo, (AZ)""",390.3,179.5 - 401.9 (646),11.4,31.5,25
04019,"""Pima, (AZ)""",389.1,179.5 - 401.9 (646),7.6,25,17.5
04021,"""Pinal, (AZ)""",355.5,179.5 - 401.9 (646),10.7,33.1,24.8
04023,"""Santa Cruz, (AZ)""",332.1,179.5 - 401.9 (646),7.7,23.3,18.2
04025,"""Yavapai, (AZ)""",376.4,179.5 - 401.9 (646),7.4,23.1,20.1
04027,"""Yuma, (AZ)""",364.4,179.5 - 401.9 (646),11.8,31.4,27.5
05001,"""Arkansas, (AR)""",630.9,568.9 - 1054.3 (643),11,32,34.6
05003,"""Ashley, (AR)""",609.6,568.9 - 1054.3 (643),12.8,42.9,39.2
05005,"""Baxter, (AR)""",509.2,502.1 - 568.8 (643),12.1,35.7,32.5
05007,"""Benton, (AR)""",458.6,452.4 - 502 (644),8.8,30.8,26
05009,"""Boone, (AR)""",530.7,502.1 - 568.8 (643),11.8,38.7,33
05011,"""Bradley, (AR)""",719.4,568.9 - 1054.3 (643),11.7,42.5,36
05013,"""Calhoun, (AR)""",593.9,568.9 - 1054.3 (643),12,37,31.8
05015,"""Carroll, (AR)""",479.3,452.4 - 502 (644),11.2,34.5,31.2
05017,"""Chicot, (AR)""",767.2,568.9 - 1054.3 (643),12.4,44.2,31.9
05019,"""Clark, (AR)""",621.8,568.9 - 1054.3 (643),10.4,34.6,34.9
05021,"""Clay, (AR)""",750.4,568.9 - 1054.3 (643),11.2,35.8,33.6
05023,"""Cleburne, (AR)""",570.7,568.9 - 1054.3 (643),9.8,34.9,42.1
05025,"""Cleveland, (AR)""",627.7,568.9 - 1054.3 (643),11.6,35.7,31.7
05027,"""Columbia, (AR)""",607.5,568.9 - 1054.3 (643),12.1,34.5,35.2
05029,"""Conway, (AR)""",500.2,452.4 - 502 (644),12.4,38.4,32.3
05031,"""Craighead, (AR)""",578.1,568.9 - 1054.3 (643),12.7,35.6,33.3
05033,"""Crawford, (AR)""",591.7,568.9 - 1054.3 (643),10.7,33.9,28.7
05035,"""Crittenden, (AR)""",632.2,568.9 - 1054.3 (643),14.2,40.4,36.1
05037,"""Cross, (AR)""",655.5,568.9 - 1054.3 (643),12.1,39.9,37.4
05039,"""Dallas, (AR)""",588.2,568.9 - 1054.3 (643),12.4,39.3,34.9
05041,"""Desha, (AR)""",806.1,568.9 - 1054.3 (643),13.4,39.5,33.8
05043,"""Drew, (AR)""",501.6,452.4 - 502 (644),12.6,37.1,33.7
05045,"""Faulkner, (AR)""",483.5,452.4 - 502 (644),11.7,33.1,31.5
05047,"""Franklin, (AR)""",574.2,568.9 - 1054.3 (643),12.5,32.8,34.7
05049,"""Fulton, (AR)""",609.5,568.9 - 1054.3 (643),12.4,31.6,29.3
05051,"""Garland, (AR)""",545.9,502.1 - 568.8 (643),10.7,31,32.7
05053,"""Grant, (AR)""",496,452.4 - 502 (644),11,39.4,32.9
05055,"""Greene, (AR)""",645.1,568.9 - 1054.3 (643),13.5,33.3,36.2
05057,"""Hempstead, (AR)""",662.8,568.9 - 1054.3 (643),11,38.7,36.8
05059,"""Hot Spring, (AR)""",564.5,502.1 - 568.8 (643),11.4,35.4,33.7
05061,"""Howard, (AR)""",661.1,568.9 - 1054.3 (643),12.5,35.2,32.7
05063,"""Independence, (AR)""",592.4,568.9 - 1054.3 (643),11.4,36.8,30.4
05065,"""Izard, (AR)""",550.8,502.1 - 568.8 (643),13.1,34.6,32.3
05067,"""Jackson, (AR)""",632.5,568.9 - 1054.3 (643),11.2,34.5,37.3
05069,"""Jefferson, (AR)""",672.4,568.9 - 1054.3 (643),15.4,42.2,32.8
05071,"""Johnson, (AR)""",526.9,502.1 - 568.8 (643),11.5,37.9,31.3
05073,"""Lafayette, (AR)""",563.1,502.1 - 568.8 (643),12.6,38.8,38.8
05075,"""Lawrence, (AR)""",594.5,568.9 - 1054.3 (643),12.5,32.7,38.8
05077,"""Lee, (AR)""",615.9,568.9 - 1054.3 (643),12.6,39.3,35
05079,"""Lincoln, (AR)""",681.6,568.9 - 1054.3 (643),11.8,36.4,34.7
05081,"""Little River, (AR)""",653.8,568.9 - 1054.3 (643),11.5,38.1,34.7
05083,"""Logan, (AR)""",645.2,568.9 - 1054.3 (643),12.6,39.9,32.6
05085,"""Lonoke, (AR)""",506,502.1 - 568.8 (643),13.1,38,31.3
05087,"""Madison, (AR)""",501.6,452.4 - 502 (644),10.8,34.8,33.6
05089,"""Marion, (AR)""",507.8,502.1 - 568.8 (643),10.7,33.9,30.3
05091,"""Miller, (AR)""",620,568.9 - 1054.3 (643),10.4,33.8,36.8
05093,"""Mississippi, (AR)""",672.7,568.9 - 1054.3 (643),15.2,41.6,38.8
05095,"""Monroe, (AR)""",666.6,568.9 - 1054.3 (643),13.8,36.3,34.9
05097,"""Montgomery, (AR)""",608.8,568.9 - 1054.3 (643),12.3,36.8,33.7
05099,"""Nevada, (AR)""",654.3,568.9 - 1054.3 (643),11.8,36.1,30.9
05101,"""Newton, (AR)""",511,502.1 - 568.8 (643),10.4,32.3,29.9
05103,"""Ouachita, (AR)""",617.6,568.9 - 1054.3 (643),12,36.7,31.7
05105,"""Perry, (AR)""",502.8,502.1 - 568.8 (643),11.3,36.7,30.3
05107,"""Phillips, (AR)""",682.8,568.9 - 1054.3 (643),12.9,44.2,35.6
05109,"""Pike, (AR)""",661.8,568.9 - 1054.3 (643),10.5,37,37.7
05111,"""Poinsett, (AR)""",668.7,568.9 - 1054.3 (643),13.6,40.6,38.5
05113,"""Polk, (AR)""",645.1,568.9 - 1054.3 (643),11.4,34.6,37.5
05115,"""Pope, (AR)""",497,452.4 - 502 (644),10.9,32.3,31.6
05117,"""Prairie, (AR)""",598,568.9 - 1054.3 (643),11.9,37.9,35.4
05119,"""Pulaski, (AR)""",500.6,452.4 - 502 (644),12.3,32.2,27.6
05121,"""Randolph, (AR)""",573.1,568.9 - 1054.3 (643),12,35.8,38.6
05123,"""St. Francis, (AR)""",679,568.9 - 1054.3 (643),15.5,44.6,38.9
05125,"""Saline, (AR)""",435.9,402 - 452.3 (641),12,33.1,31.8
05127,"""Scott, (AR)""",637.1,568.9 - 1054.3 (643),10.9,33.8,33
05129,"""Searcy, (AR)""",510.1,502.1 - 568.8 (643),11.5,37.3,34.9
05131,"""Sebastian, (AR)""",550.4,502.1 - 568.8 (643),11.3,34.9,28.4
05133,"""Sevier, (AR)""",655.7,568.9 - 1054.3 (643),10.9,36.9,32.9
05135,"""Sharp, (AR)""",607.3,568.9 - 1054.3 (643),11.6,38.5,29.1
05137,"""Stone, (AR)""",538.1,502.1 - 568.8 (643),11.1,35.7,33.9
05139,"""Union, (AR)""",591.9,568.9 - 1054.3 (643),11.6,39.1,33.4
05141,"""Van Buren, (AR)""",512.4,502.1 - 568.8 (643),9.5,34.9,32.1
05143,"""Washington, (AR)""",483.1,452.4 - 502 (644),10.3,29.9,26
05145,"""White, (AR)""",592.8,568.9 - 1054.3 (643),9.6,38.4,31.4
05147,"""Woodruff, (AR)""",656.4,568.9 - 1054.3 (643),11.8,37,31.4
05149,"""Yell, (AR)""",582.2,568.9 - 1054.3 (643),11.4,37.1,33.6
06001,"""Alameda, (CA)""",372.2,179.5 - 401.9 (646),8,18.7,16.7
06003,"""Alpine, (CA)""",360.1,179.5 - 401.9 (646),7.7,22.1,17.9
06005,"""Amador, (CA)""",437,402 - 452.3 (641),6.7,24.9,16.8
06007,"""Butte, (CA)""",450.4,402 - 452.3 (641),8.3,25.4,19.4
06009,"""Calaveras, (CA)""",449.1,402 - 452.3 (641),6.9,25.3,17.7
06011,"""Colusa, (CA)""",406.9,402 - 452.3 (641),8.9,26.6,18.2
06013,"""Contra Costa, (CA)""",365.3,179.5 - 401.9 (646),8.3,23.9,17.4
06015,"""Del Norte, (CA)""",501.3,452.4 - 502 (644),7.6,24.2,18.4
06017,"""El Dorado, (CA)""",367.2,179.5 - 401.9 (646),6,17.8,16.3
06019,"""Fresno, (CA)""",488.7,452.4 - 502 (644),9.5,26.7,21.1
06021,"""Glenn, (CA)""",430,402 - 452.3 (641),7.1,26.7,20.5
06023,"""Humboldt, (CA)""",434.1,402 - 452.3 (641),7.3,27.4,15.9
06025,"""Imperial, (CA)""",420.2,402 - 452.3 (641),8.3,28,22.3
06027,"""Inyo, (CA)""",517.5,502.1 - 568.8 (643),7.2,23.5,19.2
06029,"""Kern, (CA)""",562.9,502.1 - 568.8 (643),9,31.4,23.7
06031,"""Kings, (CA)""",494.5,452.4 - 502 (644),7.9,25.9,20.1
06033,"""Lake, (CA)""",495.8,452.4 - 502 (644),8,26,18.2
06035,"""Lassen, (CA)""",511.3,502.1 - 568.8 (643),7.9,25.6,21.3
06037,"""Los Angeles, (CA)""",442.9,402 - 452.3 (641),8.8,21.4,18
06039,"""Madera, (CA)""",489.1,452.4 - 502 (644),7.5,26.2,19.4
06041,"""Marin, (CA)""",278.5,179.5 - 401.9 (646),5.3,17.4,11.5
06043,"""Mariposa, (CA)""",413.4,402 - 452.3 (641),6.8,24.3,17.8
06045,"""Mendocino, (CA)""",434.4,402 - 452.3 (641),6.7,24.7,17.1
06047,"""Merced, (CA)""",460.9,452.4 - 502 (644),8.9,26.2,19.4
06049,"""Modoc, (CA)""",496.8,452.4 - 502 (644),7.7,22.5,17.2
06051,"""Mono, (CA)""",356,179.5 - 401.9 (646),6.9,22.4,16.3
06053,"""Monterey, (CA)""",356.2,179.5 - 401.9 (646),6.9,24.5,17.2
06055,"""Napa, (CA)""",402.9,402 - 452.3 (641),7,22.8,16.3
06057,"""Nevada, (CA)""",337.6,179.5 - 401.9 (646),6.5,20.4,15.7
06059,"""Orange, (CA)""",387.8,179.5 - 401.9 (646),7.2,19,16.1
06061,"""Placer, (CA)""",391.8,179.5 - 401.9 (646),6.5,20.3,14.3
06063,"""Plumas, (CA)""",481,452.4 - 502 (644),7.1,22.7,14.5
06065,"""Riverside, (CA)""",468.4,452.4 - 502 (644),8.5,25.6,21
06067,"""Sacramento, (CA)""",450.6,402 - 452.3 (641),8.3,27.4,18.1
06069,"""San Benito, (CA)""",364.9,179.5 - 401.9 (646),7.2,22.4,19.7
06071,"""San Bernardino, (CA)""",540.5,502.1 - 568.8 (643),8.6,27.1,21.3
06073,"""San Diego, (CA)""",389.9,179.5 - 401.9 (646),7.1,20,15.5
06075,"""San Francisco, (CA)""",344.7,179.5 - 401.9 (646),8,18.2,15.2
06077,"""San Joaquin, (CA)""",477.3,452.4 - 502 (644),10.1,27.8,22
06079,"""San Luis Obispo, (CA)""",416.5,402 - 452.3 (641),6.6,22.6,14.3
06081,"""San Mateo, (CA)""",339.1,179.5 - 401.9 (646),7.9,18.3,15.2
06083,"""Santa Barbara, (CA)""",392.9,179.5 - 401.9 (646),7,20.5,16.1
06085,"""Santa Clara, (CA)""",318.7,179.5 - 401.9 (646),7.9,19.5,15.6
06087,"""Santa Cruz, (CA)""",382.3,179.5 - 401.9 (646),6.9,17.8,14.2
06089,"""Shasta, (CA)""",480.9,452.4 - 502 (644),6.8,23.6,18.4
06091,"""Sierra, (CA)""",495.5,452.4 - 502 (644),6.7,21.5,16.2
06093,"""Siskiyou, (CA)""",464,452.4 - 502 (644),7.2,23.4,17.4
06095,"""Solano, (CA)""",392.1,179.5 - 401.9 (646),9.1,29.2,18.8
06097,"""Sonoma, (CA)""",403.8,402 - 452.3 (641),6.9,19.9,15.1
06099,"""Stanislaus, (CA)""",541.8,502.1 - 568.8 (643),8.9,30,20.8
06101,"""Sutter, (CA)""",478.6,452.4 - 502 (644),7.7,29.6,20.3
06103,"""Tehama, (CA)""",447.3,402 - 452.3 (641),8.8,26.5,24.5
06105,"""Trinity, (CA)""",453.3,452.4 - 502 (644),7.4,23.7,17.9
06107,"""Tulare, (CA)""",542.7,502.1 - 568.8 (643),7.1,33.3,22.3
06109,"""Tuolumne, (CA)""",416.2,402 - 452.3 (641),7,21.6,15.6
06111,"""Ventura, (CA)""",390.9,179.5 - 401.9 (646),7.2,20.3,16.9
06113,"""Yolo, (CA)""",376.5,179.5 - 401.9 (646),7.2,23,16
06115,"""Yuba, (CA)""",532.3,502.1 - 568.8 (643),7.6,27.8,18.5
08001,"""Adams, (CO)""",370.8,179.5 - 401.9 (646),7.6,26.9,20.2
08003,"""Alamosa, (CO)""",404.6,402 - 452.3 (641),5.8,20.9,16.4
08005,"""Arapahoe, (CO)""",317.9,179.5 - 401.9 (646),6.6,21.6,16.6
08007,"""Archuleta, (CO)""",333.2,179.5 - 401.9 (646),4.4,17.7,13.6
08009,"""Baca, (CO)""",451.8,402 - 452.3 (641),5.3,21.2,16.5
08011,"""Bent, (CO)""",468.3,452.4 - 502 (644),6.1,24.8,22
08013,"""Boulder, (CO)""",320.8,179.5 - 401.9 (646),3.9,13.7,10
08014,"""Broomfield, (CO)""",322.6,179.5 - 401.9 (646),5.5,18.8,12.8
08015,"""Chaffee, (CO)""",330.5,179.5 - 401.9 (646),4.6,18.5,15.7
08017,"""Cheyenne, (CO)""",446.5,402 - 452.3 (641),5.5,24,24.1
08019,"""Clear Creek, (CO)""",329,179.5 - 401.9 (646),6.3,18.3,16.9
08021,"""Conejos, (CO)""",442.9,402 - 452.3 (641),4.9,23.4,20.1
08023,"""Costilla, (CO)""",341.8,179.5 - 401.9 (646),5.5,21.9,21.6
08025,"""Crowley, (CO)""",347.7,179.5 - 401.9 (646),5.9,22.4,19.3
08027,"""Custer, (CO)""",438.4,402 - 452.3 (641),4.5,22.1,17.4
08029,"""Delta, (CO)""",410.8,402 - 452.3 (641),4.8,23,18
08031,"""Denver, (CO)""",387.3,179.5 - 401.9 (646),6,16.8,12.8
08033,"""Dolores, (CO)""",332.3,179.5 - 401.9 (646),5.2,19.3,16.8
08035,"""Douglas, (CO)""",281.3,179.5 - 401.9 (646),5,17.3,10.4
08037,"""Eagle, (CO)""",192.5,179.5 - 401.9 (646),3.4,12.7,11
08039,"""Elbert, (CO)""",335.2,179.5 - 401.9 (646),4.4,20.8,17.1
08041,"""El Paso, (CO)""",362,179.5 - 401.9 (646),6.8,22.4,16
08043,"""Fremont, (CO)""",446,402 - 452.3 (641),7.3,23.5,18.5
08045,"""Garfield, (CO)""",319.1,179.5 - 401.9 (646),4.6,19.2,13.5
08047,"""Gilpin, (CO)""",332.9,179.5 - 401.9 (646),5.3,20.5,16.5
08049,"""Grand, (CO)""",307.3,179.5 - 401.9 (646),4.8,16.4,13.4
08051,"""Gunnison, (CO)""",333,179.5 - 401.9 (646),4.5,15.3,12.9
08053,"""Hinsdale, (CO)""",313.3,179.5 - 401.9 (646),4.8,19.6,14.8
08055,"""Huerfano, (CO)""",426.4,402 - 452.3 (641),5.6,22.1,18.9
08057,"""Jackson, (CO)""",342.7,179.5 - 401.9 (646),5.2,21.1,19
08059,"""Jefferson, (CO)""",336.9,179.5 - 401.9 (646),4.6,17.9,12.5
08061,"""Kiowa, (CO)""",416.9,402 - 452.3 (641),5.3,20.7,20.1
08063,"""Kit Carson, (CO)""",421.1,402 - 452.3 (641),5.9,27.6,22.8
08065,"""Lake, (CO)""",294.1,179.5 - 401.9 (646),5.3,19.1,15.9
08067,"""La Plata, (CO)""",328.5,179.5 - 401.9 (646),4.8,16.5,12.6
08069,"""Larimer, (CO)""",350.8,179.5 - 401.9 (646),4.8,17.7,13.1
08071,"""Las Animas, (CO)""",437.6,402 - 452.3 (641),6,23.4,22.5
08073,"""Lincoln, (CO)""",359.6,179.5 - 401.9 (646),6.3,23.7,18.5
08075,"""Logan, (CO)""",359.7,179.5 - 401.9 (646),6.7,29,22.2
08077,"""Mesa, (CO)""",419.4,402 - 452.3 (641),5.5,22.2,16.5
08079,"""Mineral, (CO)""",360,179.5 - 401.9 (646),4.7,18.4,15.3
08081,"""Moffat, (CO)""",355.8,179.5 - 401.9 (646),5.7,24.9,20.5
08083,"""Montezuma, (CO)""",369.4,179.5 - 401.9 (646),5.5,22,16.9
08085,"""Montrose, (CO)""",387.5,179.5 - 401.9 (646),5.9,19.9,15.1
08087,"""Morgan, (CO)""",366.5,179.5 - 401.9 (646),6.6,27.7,22.9
08089,"""Otero, (CO)""",443.9,402 - 452.3 (641),5.5,28.1,19.6
08091,"""Ouray, (CO)""",320,179.5 - 401.9 (646),4.7,17.7,13.4
08093,"""Park, (CO)""",313,179.5 - 401.9 (646),4.9,18.4,14.8
08095,"""Phillips, (CO)""",380.3,179.5 - 401.9 (646),6.4,25.2,17.3
08097,"""Pitkin, (CO)""",179.5,179.5 - 401.9 (646),4.3,15,10.1
08099,"""Prowers, (CO)""",426.6,402 - 452.3 (641),7.2,27.4,20.7
08101,"""Pueblo, (CO)""",406.1,402 - 452.3 (641),7.4,27.4,20.5
08103,"""Rio Blanco, (CO)""",277.7,179.5 - 401.9 (646),5,23.5,16.4
08105,"""Rio Grande, (CO)""",477.2,452.4 - 502 (644),5.2,22.6,16.2
08107,"""Routt, (CO)""",264.3,179.5 - 401.9 (646),3.6,13.3,11.9
08109,"""Saguache, (CO)""",372.6,179.5 - 401.9 (646),5.8,21.3,16
08111,"""San Juan, (CO)""",351.4,179.5 - 401.9 (646),5.3,19.9,16.7
08113,"""San Miguel, (CO)""",326.9,179.5 - 401.9 (646),5,17.9,14.1
08115,"""Sedgwick, (CO)""",381.5,179.5 - 401.9 (646),6.2,21.3,18.4
08117,"""Summit, (CO)""",199.9,179.5 - 401.9 (646),4.5,14.8,10
08119,"""Teller, (CO)""",330.8,179.5 - 401.9 (646),5.4,21.1,17
08121,"""Washington, (CO)""",361.1,179.5 - 401.9 (646),5.2,23.4,19.6
08123,"""Weld, (CO)""",351.5,179.5 - 401.9 (646),6.5,26.3,17.8
08125,"""Yuma, (CO)""",390.9,179.5 - 401.9 (646),5.5,25.7,21.1
09001,"""Fairfield, (CT)""",358.2,179.5 - 401.9 (646),6.7,20.9,18.3
09003,"""Hartford, (CT)""",402,402 - 452.3 (641),8.3,25.8,20.7
09005,"""Litchfield, (CT)""",424,402 - 452.3 (641),6.1,24.1,19.9
09007,"""Middlesex, (CT)""",372.1,179.5 - 401.9 (646),6,23.7,17.6
09009,"""New Haven, (CT)""",375.6,179.5 - 401.9 (646),7.9,26.7,20.4
09011,"""New London, (CT)""",416.8,402 - 452.3 (641),7.6,28.4,19.9
09013,"""Tolland, (CT)""",415.8,402 - 452.3 (641),6.6,23.5,18.1
