cnty_fips,display_name,Value,theme_range,dm_prev_adj,ob_prev_adj,ltpia_prev_adj
18037,"""Dubois, (IN)""",455.4,452.4 - 502 (644),8.8,29.8,21.3
18039,"""Elkhart, (IN)""",492.4,452.4 - 502 (644),9.5,32.6,25.9
18041,"""Fayette, (IN)""",526.2,502.1 - 568.8 (643),9.3,34.5,32.3
18043,"""Floyd, (IN)""",484.6,452.4 - 502 (644),9.8,29.3,29.3
18045,"""Fountain, (IN)""",514.5,502.1 - 568.8 (643),11.3,31.2,25.9
18047,"""Franklin, (IN)""",413.9,402 - 452.3 (641),9.4,28.9,25.6
18049,"""Fulton, (IN)""",574.8,568.9 - 1054.3 (643),9.5,36.9,23.7
18051,"""Gibson, (IN)""",490.7,452.4 - 502 (644),11.4,31.6,28.5
18053,"""Grant, (IN)""",473.8,452.4 - 502 (644),12.2,39.1,30.7
18055,"""Greene, (IN)""",557.2,502.1 - 568.8 (643),10.5,32.7,30.7
18057,"""Hamilton, (IN)""",375,179.5 - 401.9 (646),8.4,26.5,16.4
18059,"""Hancock, (IN)""",494.6,452.4 - 502 (644),12.1,33.5,25.5
18061,"""Harrison, (IN)""",444.3,402 - 452.3 (641),10.5,35.7,29.6
18063,"""Hendricks, (IN)""",451.9,402 - 452.3 (641),9.1,31.4,23
18065,"""Henry, (IN)""",512,502.1 - 568.8 (643),12.7,37.6,26.8
18067,"""Howard, (IN)""",465.5,452.4 - 502 (644),10.8,30.7,26.8
18069,"""Huntington, (IN)""",449.5,402 - 452.3 (641),10,31.6,27.5
18071,"""Jackson, (IN)""",512.6,502.1 - 568.8 (643),10.6,31.9,30.2
18073,"""Jasper, (IN)""",524.3,502.1 - 568.8 (643),11,29.6,27.8
18075,"""Jay, (IN)""",484.8,452.4 - 502 (644),13.2,33.3,30.1
18077,"""Jefferson, (IN)""",607.7,568.9 - 1054.3 (643),11.2,34.3,29.2
18079,"""Jennings, (IN)""",505.1,502.1 - 568.8 (643),10.6,29.5,33.7
18081,"""Johnson, (IN)""",508.9,502.1 - 568.8 (643),10.5,28.6,22.1
18083,"""Knox, (IN)""",620.5,568.9 - 1054.3 (643),10.4,31.9,30.8
18085,"""Kosciusko, (IN)""",471.2,452.4 - 502 (644),10.2,34.2,25.1
18087,"""LaGrange, (IN)""",510.1,502.1 - 568.8 (643),10.7,34,25.9
18089,"""Lake, (IN)""",532.6,502.1 - 568.8 (643),10.4,33,28.4
18091,"""LaPorte, (IN)""",541.7,502.1 - 568.8 (643),10,36.2,23.4
18093,"""Lawrence, (IN)""",563.9,502.1 - 568.8 (643),12.2,35.3,31.4
18095,"""Madison, (IN)""",477.3,452.4 - 502 (644),10.5,35.6,27.1
18097,"""Marion, (IN)""",503.3,502.1 - 568.8 (643),10.2,32.5,26.5
18099,"""Marshall, (IN)""",463.5,452.4 - 502 (644),10.2,31.2,28.4
18101,"""Martin, (IN)""",543.9,502.1 - 568.8 (643),12.6,37.2,29.5
18103,"""Miami, (IN)""",540.5,502.1 - 568.8 (643),10.5,33,29.4
18105,"""Monroe, (IN)""",369.3,179.5 - 401.9 (646),7.9,23.1,21
18107,"""Montgomery, (IN)""",496.7,452.4 - 502 (644),10.2,28.9,26.8
18109,"""Morgan, (IN)""",544.8,502.1 - 568.8 (643),11.7,32.4,27.2
18111,"""Newton, (IN)""",534.4,502.1 - 568.8 (643),10.7,34.6,30.9
18113,"""Noble, (IN)""",466.1,452.4 - 502 (644),10.3,33.6,25.9
18115,"""Ohio, (IN)""",481.2,452.4 - 502 (644),9.7,32.2,29.2
18117,"""Orange, (IN)""",523.7,502.1 - 568.8 (643),9.4,35.4,29.1
18119,"""Owen, (IN)""",539.8,502.1 - 568.8 (643),11.4,35.1,27.5
18121,"""Parke, (IN)""",557.9,502.1 - 568.8 (643),10.3,34,30.8
18123,"""Perry, (IN)""",444.6,402 - 452.3 (641),10.5,30,29.2
18125,"""Pike, (IN)""",542.5,502.1 - 568.8 (643),10,33.4,29.2
18127,"""Porter, (IN)""",456.7,452.4 - 502 (644),8.9,30.8,24.2
18129,"""Posey, (IN)""",461.4,452.4 - 502 (644),10.4,29.6,24.2
18131,"""Pulaski, (IN)""",517.1,502.1 - 568.8 (643),9.6,29.9,32.2
18133,"""Putnam, (IN)""",457.9,452.4 - 502 (644),9.3,31.8,31.8
18135,"""Randolph, (IN)""",493.7,452.4 - 502 (644),10.7,36.2,27.8
18137,"""Ripley, (IN)""",474.7,452.4 - 502 (644),11.2,34.9,24.4
18139,"""Rush, (IN)""",551.9,502.1 - 568.8 (643),12.6,35.5,28.8
18141,"""St. Joseph, (IN)""",485.6,452.4 - 502 (644),9.4,30.8,24.1
18143,"""Scott, (IN)""",535.5,502.1 - 568.8 (643),11.6,31.9,34.6
18145,"""Shelby, (IN)""",510.3,502.1 - 568.8 (643),10.1,35.1,33
18147,"""Spencer, (IN)""",442.8,402 - 452.3 (641),8.7,31.2,24.6
18149,"""Starke, (IN)""",630.5,568.9 - 1054.3 (643),12.1,35.8,29.8
18151,"""Steuben, (IN)""",492.6,452.4 - 502 (644),9.1,34.2,29.6
18153,"""Sullivan, (IN)""",588,568.9 - 1054.3 (643),11.8,32.9,32.2
18155,"""Switzerland, (IN)""",548.1,502.1 - 568.8 (643),10.5,29.2,27.1
18157,"""Tippecanoe, (IN)""",468,452.4 - 502 (644),7.6,29.4,24.1
18159,"""Tipton, (IN)""",492.5,452.4 - 502 (644),9.3,29.6,23.9
18161,"""Union, (IN)""",463.7,452.4 - 502 (644),11.6,30.7,34.4
18163,"""Vanderburgh, (IN)""",467.5,452.4 - 502 (644),9.8,33.3,27.3
18165,"""Vermillion, (IN)""",738.8,568.9 - 1054.3 (643),11.5,31.4,29.9
18167,"""Vigo, (IN)""",573.6,568.9 - 1054.3 (643),10.6,31.6,27.3
18169,"""Wabash, (IN)""",462.9,452.4 - 502 (644),11.4,32.4,31.9
18171,"""Warren, (IN)""",382.9,179.5 - 401.9 (646),10.3,32.1,25.7
18173,"""Warrick, (IN)""",439.7,402 - 452.3 (641),9.1,31.7,24.1
18175,"""Washington, (IN)""",538,502.1 - 568.8 (643),9.9,33.8,29.5
18177,"""Wayne, (IN)""",522,502.1 - 568.8 (643),10.3,31.3,30.8
18179,"""Wells, (IN)""",441,402 - 452.3 (641),9.4,26.8,24.4
18181,"""White, (IN)""",430.8,402 - 452.3 (641),12,35.6,27.6
18183,"""Whitley, (IN)""",450.7,402 - 452.3 (641),9.5,36.2,26.2
19001,"""Adair, (IA)""",428.3,402 - 452.3 (641),8.5,32.7,27.8
19003,"""Adams, (IA)""",494.1,452.4 - 502 (644),8.3,31.3,24
19005,"""Allamakee, (IA)""",444.2,402 - 452.3 (641),7.3,33.5,22.4
19007,"""Appanoose, (IA)""",544.5,502.1 - 568.8 (643),10.5,35.8,31.7
19009,"""Audubon, (IA)""",418.9,402 - 452.3 (641),8.7,32.3,29
19011,"""Benton, (IA)""",444.9,402 - 452.3 (641),8.5,34.8,24.9
19013,"""Black Hawk, (IA)""",430.5,402 - 452.3 (641),9.1,30.5,24.9
19015,"""Boone, (IA)""",490.2,452.4 - 502 (644),7.8,33.4,22.3
19017,"""Bremer, (IA)""",445.7,402 - 452.3 (641),7.7,33.3,22.7
19019,"""Buchanan, (IA)""",458.1,452.4 - 502 (644),7.4,32.8,26.5
19021,"""Buena Vista, (IA)""",415.5,402 - 452.3 (641),7.8,31.9,24.6
19023,"""Butler, (IA)""",478.4,452.4 - 502 (644),7.7,35.1,25.1
19025,"""Calhoun, (IA)""",457.8,452.4 - 502 (644),8.4,33.2,27.2
19027,"""Carroll, (IA)""",409.7,402 - 452.3 (641),6.8,31,30.2
19029,"""Cass, (IA)""",461,452.4 - 502 (644),8.5,37.4,25.2
19031,"""Cedar, (IA)""",459.4,452.4 - 502 (644),8.2,33.3,27.5
19033,"""Cerro Gordo, (IA)""",448.1,402 - 452.3 (641),8.4,33.2,23.8
19035,"""Cherokee, (IA)""",395.2,179.5 - 401.9 (646),8.9,34,27.5
19037,"""Chickasaw, (IA)""",466.1,452.4 - 502 (644),7.8,33.6,25
19039,"""Clarke, (IA)""",482.1,452.4 - 502 (644),8.4,32.5,22.6
19041,"""Clay, (IA)""",395.6,179.5 - 401.9 (646),8.3,37,21.4
19043,"""Clayton, (IA)""",418.9,402 - 452.3 (641),7.3,33.1,22.4
19045,"""Clinton, (IA)""",526.5,502.1 - 568.8 (643),9.1,32.1,25.5
19047,"""Crawford, (IA)""",390.3,179.5 - 401.9 (646),10.7,32.7,29.4
19049,"""Dallas, (IA)""",376.3,179.5 - 401.9 (646),8.3,27.6,21.8
19051,"""Davis, (IA)""",496.7,452.4 - 502 (644),8.4,31.8,24.2
19053,"""Decatur, (IA)""",492.4,452.4 - 502 (644),8.4,37.1,28
19055,"""Delaware, (IA)""",427.2,402 - 452.3 (641),8.5,34.3,25.4
19057,"""Des Moines, (IA)""",509.5,502.1 - 568.8 (643),8.9,32.2,25.7
19059,"""Dickinson, (IA)""",417.2,402 - 452.3 (641),7.5,32.9,21.7
19061,"""Dubuque, (IA)""",439.4,402 - 452.3 (641),7.9,27.5,23.3
19063,"""Emmet, (IA)""",416.9,402 - 452.3 (641),8.4,36,24.4
19065,"""Fayette, (IA)""",439.5,402 - 452.3 (641),7.8,33.2,29
19067,"""Floyd, (IA)""",490.5,452.4 - 502 (644),8.8,29.1,27.5
19069,"""Franklin, (IA)""",473.2,452.4 - 502 (644),9.1,33.3,24.3
19071,"""Fremont, (IA)""",417,402 - 452.3 (641),7.2,33.6,28
19073,"""Greene, (IA)""",421.9,402 - 452.3 (641),8.5,33.8,28.2
19075,"""Grundy, (IA)""",437.2,402 - 452.3 (641),8.5,31.3,24.3
19077,"""Guthrie, (IA)""",418.7,402 - 452.3 (641),6.6,35.1,28.6
19079,"""Hamilton, (IA)""",399,179.5 - 401.9 (646),8.7,34.2,23.5
19081,"""Hancock, (IA)""",439.4,402 - 452.3 (641),7.5,35.1,25.4
19083,"""Hardin, (IA)""",453.8,452.4 - 502 (644),8,33.2,17.8
19085,"""Harrison, (IA)""",431.6,402 - 452.3 (641),9.7,34.7,22.2
19087,"""Henry, (IA)""",552.3,502.1 - 568.8 (643),8.6,33.7,22.9
19089,"""Howard, (IA)""",456.4,452.4 - 502 (644),7.2,29.9,28.3
19091,"""Humboldt, (IA)""",506.2,502.1 - 568.8 (643),7.6,30.3,28.6
19093,"""Ida, (IA)""",428.7,402 - 452.3 (641),7.3,29,24.8
19095,"""Iowa, (IA)""",399.4,179.5 - 401.9 (646),7.1,29.8,23
19097,"""Jackson, (IA)""",496.2,452.4 - 502 (644),8.4,32.6,29.3
19099,"""Jasper, (IA)""",412.7,402 - 452.3 (641),8.2,32.2,26.1
19101,"""Jefferson, (IA)""",531.3,502.1 - 568.8 (643),7.9,27,21.9
19103,"""Johnson, (IA)""",366.8,179.5 - 401.9 (646),6.5,23.7,18.2
19105,"""Jones, (IA)""",428.4,402 - 452.3 (641),8.4,37.5,23.7
19107,"""Keokuk, (IA)""",384.7,179.5 - 401.9 (646),8.2,31.3,24.6
19109,"""Kossuth, (IA)""",428.3,402 - 452.3 (641),8.3,34.2,23.5
19111,"""Lee, (IA)""",598.5,568.9 - 1054.3 (643),9.7,33.8,27.9
19113,"""Linn, (IA)""",374.9,179.5 - 401.9 (646),9.2,33.1,23
19115,"""Louisa, (IA)""",509.5,502.1 - 568.8 (643),7.8,37.4,27.5
19117,"""Lucas, (IA)""",430.1,402 - 452.3 (641),8.7,36,27.4
19119,"""Lyon, (IA)""",495.5,452.4 - 502 (644),9.1,33.8,30.9
19121,"""Madison, (IA)""",413.6,402 - 452.3 (641),8.7,32.6,26.2
19123,"""Mahaska, (IA)""",435.4,402 - 452.3 (641),9.7,33.5,26.1
19125,"""Marion, (IA)""",442.6,402 - 452.3 (641),8.2,32.3,24.4
19127,"""Marshall, (IA)""",435.9,402 - 452.3 (641),8.6,34,27
19129,"""Mills, (IA)""",468.3,452.4 - 502 (644),9.2,38.3,27.3
19131,"""Mitchell, (IA)""",433.7,402 - 452.3 (641),7.3,31.3,21.3
19133,"""Monona, (IA)""",496.1,452.4 - 502 (644),8.6,34.4,28.2
19135,"""Monroe, (IA)""",540.2,502.1 - 568.8 (643),8.1,31.3,27.9
19137,"""Montgomery, (IA)""",487.4,452.4 - 502 (644),9.1,37.5,29.6
19139,"""Muscatine, (IA)""",471.1,452.4 - 502 (644),7.8,32.5,22.4
19141,"""O'Brien, (IA)""",413.2,402 - 452.3 (641),7.5,34.4,20.5
19143,"""Osceola, (IA)""",533.1,502.1 - 568.8 (643),8.7,34,26.7
19145,"""Page, (IA)""",492.1,452.4 - 502 (644),9.3,38,23.7
19147,"""Palo Alto, (IA)""",440.7,402 - 452.3 (641),8.6,36.9,24.1
19149,"""Plymouth, (IA)""",354.7,179.5 - 401.9 (646),8.3,33.6,24.3
19151,"""Pocahontas, (IA)""",442.6,402 - 452.3 (641),8.6,32.4,25.3
19153,"""Polk, (IA)""",413.9,402 - 452.3 (641),8,29.3,20.9
19155,"""Pottawattamie, (IA)""",439.3,402 - 452.3 (641),10.3,36.8,24.7
19157,"""Poweshiek, (IA)""",449.3,402 - 452.3 (641),8.9,32.3,23.8
19159,"""Ringgold, (IA)""",507.4,502.1 - 568.8 (643),8.5,36.2,28.5
19161,"""Sac, (IA)""",410.1,402 - 452.3 (641),7.5,33.4,26.3
19163,"""Scott, (IA)""",452.6,452.4 - 502 (644),8,32.6,23.3
19165,"""Shelby, (IA)""",428.2,402 - 452.3 (641),8.1,28.3,24.3
19167,"""Sioux, (IA)""",354.7,179.5 - 401.9 (646),7.5,28.3,21.7
19169,"""Story, (IA)""",377,179.5 - 401.9 (646),7.7,27.5,20.3
19171,"""Tama, (IA)""",432,402 - 452.3 (641),7.7,32.3,27.4
19173,"""Taylor, (IA)""",493.3,452.4 - 502 (644),7.5,30.3,21.5
19175,"""Union, (IA)""",475.4,452.4 - 502 (644),9.5,39.6,24.5
19177,"""Van Buren, (IA)""",560.5,502.1 - 568.8 (643),7.3,34.9,24
19179,"""Wapello, (IA)""",560.6,502.1 - 568.8 (643),10.4,35.4,30.3
19181,"""Warren, (IA)""",398.6,179.5 - 401.9 (646),8.8,32.2,22.4
19183,"""Washington, (IA)""",441.3,402 - 452.3 (641),7.9,31.4,22.3
19185,"""Wayne, (IA)""",510.5,502.1 - 568.8 (643),8.9,33.9,27.8
19187,"""Webster, (IA)""",536.4,502.1 - 568.8 (643),8.5,31.5,28.1
19189,"""Winnebago, (IA)""",415.3,402 - 452.3 (641),7.2,29.7,26
19191,"""Winneshiek, (IA)""",378.6,179.5 - 401.9 (646),6.4,28.8,21.3
19193,"""Woodbury, (IA)""",420.2,402 - 452.3 (641),9.1,34.6,27.6
19195,"""Worth, (IA)""",394.5,179.5 - 401.9 (646),9.6,34.9,30.4
19197,"""Wright, (IA)""",440.6,402 - 452.3 (641),8,33.3,25.8
20001,"""Allen, (KS)""",529,502.1 - 568.8 (643),12.2,37.3,28.3
20003,"""Anderson, (KS)""",472.2,452.4 - 502 (644),8.2,36.8,29.9
20005,"""Atchison, (KS)""",476.3,452.4 - 502 (644),8.2,39.9,32.3
20007,"""Barber, (KS)""",458.3,452.4 - 502 (644),7.4,34.8,25.5
20009,"""Barton, (KS)""",467.4,452.4 - 502 (644),8.5,36.4,24.8
20011,"""Bourbon, (KS)""",522.7,502.1 - 568.8 (643),10.9,34.8,29.5
20013,"""Brown, (KS)""",472.5,452.4 - 502 (644),8.8,32.9,27.6
20015,"""Butler, (KS)""",467.2,452.4 - 502 (644),9.2,33.6,25.7
20017,"""Chase, (KS)""",460,452.4 - 502 (644),9.3,29.7,27.5
20019,"""Chautauqua, (KS)""",531.1,502.1 - 568.8 (643),9.8,35.1,33.5
20021,"""Cherokee, (KS)""",622.9,568.9 - 1054.3 (643),10.9,39.2,27.4
20023,"""Cheyenne, (KS)""",400.5,179.5 - 401.9 (646),9.2,35,28.8
20025,"""Clark, (KS)""",468.7,452.4 - 502 (644),9.2,33.6,28.7
20027,"""Clay, (KS)""",396.9,179.5 - 401.9 (646),10.3,35.2,29.5
20029,"""Cloud, (KS)""",394.2,179.5 - 401.9 (646),10.3,35.5,30.4
20031,"""Coffey, (KS)""",505.4,502.1 - 568.8 (643),7.7,32.4,25.5
20033,"""Comanche, (KS)""",543.2,502.1 - 568.8 (643),8.2,32.7,27.8
20035,"""Cowley, (KS)""",510.2,502.1 - 568.8 (643),10.1,36.8,26.5
20037,"""Crawford, (KS)""",547.5,502.1 - 568.8 (643),11,34.8,28
20039,"""Decatur, (KS)""",432,402 - 452.3 (641),8.8,35.5,25.7
20041,"""Dickinson, (KS)""",488.6,452.4 - 502 (644),8.3,32.2,29
20043,"""Doniphan, (KS)""",500.2,452.4 - 502 (644),9,34.3,32.2
20045,"""Douglas, (KS)""",387.5,179.5 - 401.9 (646),6.7,26.3,18.3
20047,"""Edwards, (KS)""",468,452.4 - 502 (644),8.8,36.4,28.6
20049,"""Elk, (KS)""",503.6,502.1 - 568.8 (643),9,34.8,25.4
20051,"""Ellis, (KS)""",368.2,179.5 - 401.9 (646),8.5,31.8,23.6
20053,"""Ellsworth, (KS)""",451.9,402 - 452.3 (641),9.1,34.3,29.1
20055,"""Finney, (KS)""",366.6,179.5 - 401.9 (646),9.7,37,26.1
20057,"""Ford, (KS)""",459.3,452.4 - 502 (644),9.4,32.3,29
20059,"""Franklin, (KS)""",420.8,402 - 452.3 (641),7.6,33.6,28
20061,"""Geary, (KS)""",502,452.4 - 502 (644),10.4,35.5,27.5
20063,"""Gove, (KS)""",424.7,402 - 452.3 (641),9.1,28.6,23.8
20065,"""Graham, (KS)""",497.3,452.4 - 502 (644),9.2,29.7,27.6
20067,"""Grant, (KS)""",530.5,502.1 - 568.8 (643),7.3,34,24.5
20069,"""Gray, (KS)""",426.3,402 - 452.3 (641),7.4,37.8,26
20071,"""Greeley, (KS)""",406.7,402 - 452.3 (641),8,32.6,25.5
20073,"""Greenwood, (KS)""",498,452.4 - 502 (644),10.2,35.3,29.2
20075,"""Hamilton, (KS)""",506.5,502.1 - 568.8 (643),8.7,39.1,25.7
20077,"""Harper, (KS)""",479.7,452.4 - 502 (644),8.6,36.5,36.1
20079,"""Harvey, (KS)""",407.8,402 - 452.3 (641),8.7,31.4,24.6
20081,"""Haskell, (KS)""",467.9,452.4 - 502 (644),8.3,34.2,22.8
20083,"""Hodgeman, (KS)""",418,402 - 452.3 (641),10.9,32.5,24.2
20085,"""Jackson, (KS)""",432.8,402 - 452.3 (641),8.1,34.1,28.8
20087,"""Jefferson, (KS)""",411.9,402 - 452.3 (641),8.3,31.1,24.5
20089,"""Jewell, (KS)""",401.6,179.5 - 401.9 (646),8.8,31.5,24.4
20091,"""Johnson, (KS)""",401.5,179.5 - 401.9 (646),7.2,26.4,17.7
20093,"""Kearny, (KS)""",440.4,402 - 452.3 (641),8.1,31.3,24
20095,"""Kingman, (KS)""",414,402 - 452.3 (641),10.6,32.3,26.8
20097,"""Kiowa, (KS)""",453.9,452.4 - 502 (644),8.3,31.8,25.1
20099,"""Labette, (KS)""",475.7,452.4 - 502 (644),9.6,36.3,32.1
20101,"""Lane, (KS)""",534.5,502.1 - 568.8 (643),9,31.1,26.2
20103,"""Leavenworth, (KS)""",450.6,402 - 452.3 (641),9.9,34.5,25.5
20105,"""Lincoln, (KS)""",454.1,452.4 - 502 (644),8.1,33.5,20.4
20107,"""Linn, (KS)""",488,452.4 - 502 (644),9.1,33.5,32.4
20109,"""Logan, (KS)""",385.3,179.5 - 401.9 (646),10.1,32.7,25.3
20111,"""Lyon, (KS)""",499.5,452.4 - 502 (644),9.9,37.5,24.7
20113,"""McPherson, (KS)""",395.1,179.5 - 401.9 (646),8.2,31.4,24.1
20115,"""Marion, (KS)""",399,179.5 - 401.9 (646),7,34.2,29
20117,"""Marshall, (KS)""",412,402 - 452.3 (641),7.8,32.9,25.6
20119,"""Meade, (KS)""",464.6,452.4 - 502 (644),7.7,29.7,23.9
20121,"""Miami, (KS)""",432.7,402 - 452.3 (641),9.4,34.4,25.7
20123,"""Mitchell, (KS)""",438.8,402 - 452.3 (641),8.6,33.7,24
20125,"""Montgomery, (KS)""",504.8,502.1 - 568.8 (643),11.6,38,28.6
20127,"""Morris, (KS)""",473.5,452.4 - 502 (644),10.5,40.9,29.9
20129,"""Morton, (KS)""",459.8,452.4 - 502 (644),8.8,30.7,30.4
20131,"""Nemaha, (KS)""",452.9,452.4 - 502 (644),7,32.3,29.9
20133,"""Neosho, (KS)""",509.1,502.1 - 568.8 (643),10.6,36.4,28.5
20135,"""Ness, (KS)""",396.8,179.5 - 401.9 (646),8.5,34.7,26.9
20137,"""Norton, (KS)""",519.4,502.1 - 568.8 (643),8.6,34.4,22.6
20139,"""Osage, (KS)""",495.1,452.4 - 502 (644),8.1,36,27.9
20141,"""Osborne, (KS)""",404.1,402 - 452.3 (641),10.2,33.8,26.6
20143,"""Ottawa, (KS)""",468.7,452.4 - 502 (644),10.1,38.9,27.3
20145,"""Pawnee, (KS)""",436,402 - 452.3 (641),10.7,31.1,23.6
20147,"""Phillips, (KS)""",492.1,452.4 - 502 (644),7.3,29,29
20149,"""Pottawatomie, (KS)""",428.1,402 - 452.3 (641),8.3,29.6,23.4
20151,"""Pratt, (KS)""",390.8,179.5 - 401.9 (646),9.6,35.4,29.8
20153,"""Rawlins, (KS)""",362.5,179.5 - 401.9 (646),8.9,35,28.4
20155,"""Reno, (KS)""",385.8,179.5 - 401.9 (646),10.4,35.9,27.3
20157,"""Republic, (KS)""",414.6,402 - 452.3 (641),7.2,36.3,30.9
20159,"""Rice, (KS)""",455.7,452.4 - 502 (644),9.3,35.4,28.1
20161,"""Riley, (KS)""",350.4,179.5 - 401.9 (646),7.6,25.2,18.6
20163,"""Rooks, (KS)""",393.1,179.5 - 401.9 (646),8.1,35.8,29.2
20165,"""Rush, (KS)""",404.2,402 - 452.3 (641),8.7,33.2,29.7
20167,"""Russell, (KS)""",451.5,402 - 452.3 (641),8.5,33.6,25.5
20169,"""Saline, (KS)""",422.4,402 - 452.3 (641),9.5,36.4,28.2
20171,"""Scott, (KS)""",433.1,402 - 452.3 (641),7.8,37.7,28.5
20173,"""Sedgwick, (KS)""",437.5,402 - 452.3 (641),10.1,33.4,24
20175,"""Seward, (KS)""",469.7,452.4 - 502 (644),8.6,37.9,27.9
20177,"""Shawnee, (KS)""",415.6,402 - 452.3 (641),9.6,35.4,23.5
20179,"""Sheridan, (KS)""",431.7,402 - 452.3 (641),8.8,33.7,25.5
20181,"""Sherman, (KS)""",406.2,402 - 452.3 (641),9.2,33.8,27
20183,"""Smith, (KS)""",424.9,402 - 452.3 (641),8.7,37.7,30
20185,"""Stafford, (KS)""",460.2,452.4 - 502 (644),11,36,28.5
20187,"""Stanton, (KS)""",409.1,402 - 452.3 (641),8.8,36.5,32.4
20189,"""Stevens, (KS)""",405.2,402 - 452.3 (641),8.2,36.1,26.1
20191,"""Sumner, (KS)""",452.1,402 - 452.3 (641),9.8,34.8,29.7
20193,"""Thomas, (KS)""",385,179.5 - 401.9 (646),7.4,34.3,27.7
20195,"""Trego, (KS)""",479.9,452.4 - 502 (644),8.8,32.5,30
20197,"""Wabaunsee, (KS)""",435.1,402 - 452.3 (641),7.7,32.5,22.6
20199,"""Wallace, (KS)""",427,402 - 452.3 (641),9.5,34.6,26.9
20201,"""Washington, (KS)""",378.8,179.5 - 401.9 (646),8.8,31.5,27.6
20203,"""Wichita, (KS)""",410.9,402 - 452.3 (641),10.1,33,32.1
20205,"""Wilson, (KS)""",519.8,502.1 - 568.8 (643),11.1,35.4,30.3
20207,"""Woodson, (KS)""",524.8,502.1 - 568.8 (643),8.8,37,28.4
20209,"""Wyandotte, (KS)""",446.4,402 - 452.3 (641),12,36.7,31.2
21001,"""Adair, (KY)""",633.3,568.9 - 1054.3 (643),14.1,36.9,34.3
21003,"""Allen, (KY)""",619.5,568.9 - 1054.3 (643),11.8,35.5,32.7
21005,"""Anderson, (KY)""",471.3,452.4 - 502 (644),11.9,35.6,28.9
21007,"""Ballard, (KY)""",668.3,568.9 - 1054.3 (643),10.2,36,29.3
21009,"""Barren, (KY)""",563.2,502.1 - 568.8 (643),12.1,31.6,29.8
21011,"""Bath, (KY)""",692.4,568.9 - 1054.3 (643),12.6,36.5,30.3
21013,"""Bell, (KY)""",726.8,568.9 - 1054.3 (643),14.1,37.6,38
21015,"""Boone, (KY)""",440,402 - 452.3 (641),11,32.4,23.3
21017,"""Bourbon, (KY)""",542.8,502.1 - 568.8 (643),12.8,35.3,30.4
21019,"""Boyd, (KY)""",594.8,568.9 - 1054.3 (643),13.6,39.7,26.1
21021,"""Boyle, (KY)""",491.2,452.4 - 502 (644),10.5,32.1,30.4
21023,"""Bracken, (KY)""",512.5,502.1 - 568.8 (643),12.6,34.2,29.2
21025,"""Breathitt, (KY)""",703.4,568.9 - 1054.3 (643),14.8,40.6,30.2
21027,"""Breckinridge, (KY)""",566.9,502.1 - 568.8 (643),12.6,33,30.6
21029,"""Bullitt, (KY)""",434.6,402 - 452.3 (641),13,35.3,29.4
21031,"""Butler, (KY)""",539.6,502.1 - 568.8 (643),12.1,32.1,33.9
21033,"""Caldwell, (KY)""",570.4,568.9 - 1054.3 (643),11.5,38,28.5
21035,"""Calloway, (KY)""",550.4,502.1 - 568.8 (643),10.7,31.7,19.9
21037,"""Campbell, (KY)""",460.8,452.4 - 502 (644),10.1,30.4,22.9
21039,"""Carlisle, (KY)""",576.8,568.9 - 1054.3 (643),11.6,31.6,31.6
21041,"""Carroll, (KY)""",589.5,568.9 - 1054.3 (643),10.8,34.7,32.2
21043,"""Carter, (KY)""",625.2,568.9 - 1054.3 (643),12.3,38.5,35.5
21045,"""Casey, (KY)""",537.6,502.1 - 568.8 (643),12.9,36.9,30.3
21047,"""Christian, (KY)""",551.3,502.1 - 568.8 (643),11,37.4,31.6
21049,"""Clark, (KY)""",482,452.4 - 502 (644),11.1,32.8,28.4
21051,"""Clay, (KY)""",734.1,568.9 - 1054.3 (643),14.7,39.9,32.9
21053,"""Clinton, (KY)""",633.6,568.9 - 1054.3 (643),12.2,35,32.4
21055,"""Crittenden, (KY)""",593.8,568.9 - 1054.3 (643),11,32.6,27.4
21057,"""Cumberland, (KY)""",765.6,568.9 - 1054.3 (643),12.5,33.7,35.1
21059,"""Daviess, (KY)""",452,402 - 452.3 (641),10.6,30.6,24.3
21061,"""Edmonson, (KY)""",547.8,502.1 - 568.8 (643),13.7,30.8,24.4
21063,"""Elliott, (KY)""",517.2,502.1 - 568.8 (643),12.9,33.8,32.7
21065,"""Estill, (KY)""",540.6,502.1 - 568.8 (643),13.1,37.9,32.4
21067,"""Fayette, (KY)""",373.2,179.5 - 401.9 (646),9.4,27.5,20.2
21069,"""Fleming, (KY)""",628.7,568.9 - 1054.3 (643),13.7,33.1,31
21071,"""Floyd, (KY)""",662,568.9 - 1054.3 (643),13,37.9,35.1
21073,"""Franklin, (KY)""",437.2,402 - 452.3 (641),13,33.9,23.1
21075,"""Fulton, (KY)""",708.6,568.9 - 1054.3 (643),12.8,34.2,28.7
21077,"""Gallatin, (KY)""",815.5,568.9 - 1054.3 (643),11.8,35.9,27
21079,"""Garrard, (KY)""",395.2,179.5 - 401.9 (646),12.8,32.2,25.7
21081,"""Grant, (KY)""",659.5,568.9 - 1054.3 (643),11.9,35.3,29.3
21083,"""Graves, (KY)""",553.3,502.1 - 568.8 (643),10.2,32.7,27.8
21085,"""Grayson, (KY)""",581.3,568.9 - 1054.3 (643),12.9,37.2,32.7
21087,"""Green, (KY)""",582.2,568.9 - 1054.3 (643),11.5,38.1,32.2
